ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,03251,address.line3,UDRANA,"NICHLA THARA, GATHA, BHADERWAH"
Modified,03251,coords,"['32.9937578000', '75.7069409000']","['33.0004270000', '75.6985230000']"
Modified,01070,contact,079-22721927,
Modified,01070,mobile,"9998061602,  9429198221","9998061602, 9429198221"
Modified,04033,mobile,"8601394435,9170065422","8601394435, 9170065422"
Modified,04033,address.line1,NEAR R.R.P.G.COLLEGE,C/O AMARNATH SHUKLA
Modified,04033,address.line2,HARI OM NAGAR,"SDM COLONY, OPP: SDM HOUSE"
Modified,04033,address.line3,ANTU ROAD,"NEAR MOTILAL PUBLIC SCHOOL, AMETHI"
Modified,04033,coords,"['26.1543590000', '81.8106850000']","['26.1537160000', '81.8116340000']"
Modified,02027,contact,0180-2586222,
Modified,02027,mobile,9050766225,"9050766225, 8053592884"
Modified,01652,contact,"011-27220594, 27445372",011-40107229
Modified,01652,address.line2,BRAHMA KUMARIS MARG,"BRAHMA KUMARIS MARG, NEAR VINAYAK HOSPITAL"
Modified,02921,contact,011-28053609,
Modified,02921,address.line2,"SAI ENCLAVE, NEAR POLICE STATION","SAI ENCLAVE, NEAR POLICE STATION, EPSO OFFICE SERVICE LINE"
Modified,00033,contact,129-2244581,
Modified,00033,mobile,"9873793192, 7982431475","9873793192, 9312852425"
Modified,00050,contact,011-29811341,
Modified,00297,contact,02698-255607,
Modified,00297,mobile,"9427644470, 9979440568","9427644470, 9979440568, 9265300366"
Modified,05494,name,KOD KOTESHWAR ROAD,KOD KANVAN ROAD
Modified,05494,address.line1,"H.NO:804 , SITLA MATA GALI",H.NO:378
Modified,05494,address.line2,KOTESHWAR ROAD,"NEAR MALI DHARAMSHALA, KANVAN ROAD"
Modified,05494,coords,"['22.8855370000', '75.1851080000']","['22.8862430000', '75.1889100000']"
Modified,02101,address.line2,PALAM VIHAR,"SANSKRIT SCHOOL ROAD, PALAM VIHAR"
Modified,01918,contact,01702- 226515,
Modified,01918,name,NAHAN,NAHAN (SIRMAUR)
Modified,03884,address.line2,MAJOR BOLARAM ENCLAVE,MAJOR BOLARAM ENCLAVE ROAD
Modified,00239,address.line2,NEAR SURYA MANDIR,"NEAR SURYA MANDIR, VASAD ROAD"
Modified,00104,address.line2,"H.NO: 500/8C,  KESHAVPURI","H.NO: 500/8C, MEERUT ROAD, KESHAVPURI"
Modified,02349,contact,07764- 250889,
Modified,02349,mobile,9406080288,"6260225742, 7067577381"
Modified,02349,address.line1,"H.NO:3, ABOVE GRAMIN BANK","PLOT NO: 285/14, WARD NO : 10, BEHIND GRAMIN BANK"
Modified,02349,email,,kunkuri@bkivv.org
Modified,02349,coords,"['22.7408252000', '83.9515311000']","['22.7408110000', '83.9507710000']"
Modified,90007,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,02178,address.line2,"NEAR S.T.BUS STAND, B/H. KHODIYARNAGAR SOCIETY","NEAR S.T.BUS STAND, B/H. KHODIYARNAGAR SOCIETY, BAREJA NAVAGAM ROAD"
Modified,00290,mobile,"9408273240, 9409432076","9408273240, 9313630701"
Modified,00290,address.line1,'RAJA YOGA BHAWAN',"SERVEY NO: 17/562, 'RAJA YOGA BHAWAN'"
Modified,00290,address.line2,STATION ROAD,"OPP: MAHER SAMAJ, STATION ROAD"
Modified,04368,address.line2,"NEAR CRPF CAMP, CHAUKHANDI","NEAR CRPF CAMP, CHAUKHANDI, CRPF CAMP ROAD"
Modified,00284,contact,02697-252350,
Modified,00284,address.line1,'PRABHU DARSHAN',"'PRABHU DARSHAN', H.NO: 2/913/1"
Modified,05349,address.line2,"NEAR BSF CAMP, SOMESH VIHAR","NEAR BSF CAMP, SOMESH VIHAR, NAJAFGARH ROAD"
Modified,05334,mobile,"9881664544, 8275009189","8956612004, 9881664544"
Modified,03711,district,MEWAT,NUH
Modified,03711,address.line1,BACK SIDE OF JAIN MANDIR,NEAR NATHIYAWALI DHARMSHALA
Modified,03711,address.line2,NEAR NATHIYAWALI DHARMSHALA,HIGH SCHOOL ROAD
Modified,03711,address.line3,HIGH SCHOOL ROAD,
Modified,03711,email,,punhana@bkivv.org
Modified,02232,address.line2,"UPPER GROUND FLOOR, FRONT-RIGHT SIDE","UPPER GROUND FLOOR, FRONT-RIGHT SIDE ROAD"
Modified,00106,contact,01282-252351,
Modified,00106,mobile,9416052351,"9416052351, 9416093050"
Modified,00106,address.line2,H.NO. 135/A,"H.NO. 135/A, OLD COURT ROAD"
Modified,00602,contact,07266-220127,
Modified,00602,address.line1,"H NO: 210, PLOT NO: 11/33, DIVYA SMRUTI BHAWAN","PLOT NO: 60, NEW DIVYA SMRUTI BHAWAN"
Modified,00602,address.line3,"NEAR BUS STAND, WARD NO:7","WARD NO: 15, JALGAON JAMOD"
Modified,00602,coords,"['21.0436643000', '76.5280331000']","['21.0434650000', '76.5281660000']"
Modified,02632,section,01106,00305
Modified,00108,contact,"01275- 254391, 207157",
Modified,05078,address.line1,"GAT NO: 19, H NO: 181","FLAT NO: 920, 9TH FLOOR, SHIVAM GREEN COURT SOCIETY"
Modified,05078,address.line2,"NEAR RHYTHM PARK, MAHALUNGE INGALE","AMBETHAN ROAD, MAHALUNGE INGALE"
Modified,05078,address.line3,"DWARKA CITY ROAD, TAL: KHED",TAL: KHED
Modified,05078,coords,"['18.7611270000', '73.8103200000']","['18.7571070000', '73.8096200000']"
Modified,02164,address.line2,NEAR ANANDPUR KOTIYA,"NEAR ANANDPUR KOTIYA, MEHTA SWEET HOUSE ROAD"
Modified,02315,contact,02694-285280,
Modified,02315,name,MATAR,MATAR (KHEDA)
Modified,02315,email,,matar@bkivv.org
Modified,03308,contact,0731-2342942,
Modified,03308,name,HATOD,HATOD GULAWAT ROAD
Modified,03308,address.line1,NEAR HANUMAN MANDIR,"H.NO : 16, GULAWAT ROAD"
Modified,03308,address.line2,NANDALAL CHOWK,HANUMAN CHOWK
Modified,03308,address.line3,,HATOD
Modified,03308,coords,"['22.7922121000', '75.7359323000']","['22.7921830000', '75.7359450000']"
Modified,03578,address.line2,OLD LAL DORA,"OLD LAL DORA, BHAIYA CHOWK ROAD"
Modified,00975,address.line2,NEAR ICE FACTORY (SHOBHRAJ),"NEAR ICE FACTORY SHOBHRAJ, BRAHMAKUMARIS MARG"
Modified,04385,mobile,"9827688984, 9407528750",9827688984
Modified,04385,address.line1,H.NO: 225,BEHIND CHAUHAN ENTERPRISES
Modified,04385,address.line2,"MARKET, WAIDHAN ROAD, WARD NO: 28","WAIDHAN ROAD, WARD NO: 30"
Modified,04385,address.pincode,486886,486889
Modified,04385,coords,"['24.0928054000', '82.6123316000']","['24.0917360000', '82.6128010000']"
Modified,05380,address.line2,"NEAR PRIMARY SCHOOL, DHARAMPUR","NEAR PRIMARY SCHOOL ROAD, DHARAMPUR"
Modified,00943,address.line1,E-1882-83,"E-1882-83, NEAR BABU JAGJIVAN RAM HOSPITAL"
Modified,05347,address.line2,NEAR MOTHER DAIRY,"NEAR MOTHER DAIRY, MANGAL BAZAR ROAD"
Modified,04770,address.line2,"FRIENDS COLONY, NEAR DAV PUBLIC SCHOOL","FRIENDS COLONY, NEAR DAV PUBLIC SCHOOL ON ROAD"
Modified,05238,address.line1,H NO: 74,"H NO: 85, E - BLOCK"
Modified,05238,address.line2,"BLOCK A2,  SECTOR-38 & 39",SECTOR 38-39
Modified,05238,address.line3,TDI CITY PANIPAT,"TDI CITY, PANIPAT"
Modified,05238,coords,"['29.4329920000', '76.9578120000']","['29.4462610000', '76.9461950000']"
Modified,02256,address.line1,"FLAT NO:2, SAI PLAZA APPERTMENT","PLOT NO:17, SHIVALAY BUNGLOW, SAYALI HILL"
Modified,02256,address.line2,"WADUJKAR ESTATE, BHIGWAN ROAD","MIDC ROAD, OPP SHREE GANESH MANDIR"
Modified,02256,address.line3,"SHIVAJI NAGAR, MIDC",BARAMATI MIDC
Modified,02256,coords,"['18.1612885000', '74.5979079000']","['18.1754190000', '74.5997390000']"
Modified,00958,mobile,"9818592618,9910154470","9818592618, 9910154470"
Modified,00958,address.line1,"OM SHANTI DHAM, H.NO: 138A, DLF","OM SHANTI DHAM, H.NO: 138A,"
Modified,00958,address.line2,DIVIDING ROAD SECTOR 10-11,"SECTOR 10-11, DIVIDING ROAD, DLF"
Modified,00235,contact,02642-240939,
Modified,00059,address.line2,BHAIYA CHOWK,"BHAIYA CHOWK, OFF: NAJAFGARH-DHANSA ROAD"
Modified,04750,mobile,7024442050,"7024442050, 9340535617"
Modified,04750,address.line1,"H NO: 12/385, RAM KUNJ",SHIV SADHANA DHAM
Modified,04750,address.line2,"NAI BASTI, MAIN ROAD","DEEWAN JU COLONY, CHANDERI ROAD"
Modified,04750,address.line3,GUKUL DHAM COLONY,WARD NO - 12
Modified,04750,coords,"['25.1754036000', '78.1931017000']","['25.1723220000', '78.1961260000']"
Modified,02745,address.line2,NEAR AKASH APARTMENT,"NEAR AKASH APARTMENT, ROAD NO-U55"
Modified,00095,address.line1,KHUSH NASEEB BHAVAN,"KHUSH NASEEB BHAVAN, H.NO: 714"
Modified,03579,address.line2,OPPOSITE CISF STAFF QUARTERS,"OPPOSITE CISF STAFF QUARTERS, NEAR HANUMAN MANDIR ROAD"
Modified,04775,address.line2,"NEAR GOVT. SCHOOL, S.P.ROAD","NEAR GOVT. SCHOOL, S.P. ROAD"
Modified,04775,email,,sector16.fdb@bkivv.org
Modified,04564,mobile,"8006930463,  8299361815","8299361815, 8006930463"
Modified,04564,address.line1,H NO: 912,BRAHMA KUMARIS
Modified,04564,address.line2,NEAR GAYATRI MANDIR,NEAR HANUMAN MANDIR LODHAN
Modified,04564,address.line3,GAYATRI NAGAR,"GAYATRI NAGAR, JAHANGIRABAD, TAL: ANUP SAHAR"
Modified,04564,email,,jahangirabad@bkivv.org
Modified,04564,coords,"['28.3988150000', '78.1067240000']","['28.3975200000', '78.1068100000']"
Modified,03584,address.line2,I-BLOCK,"I-BLOCK, SHAKUNTLA HOSPITAL ROAD"
Modified,02526,contact,02717-230395,
Modified,01506,address.line1,"KHASRA NO: 82, SHIVPURI COLONY",KHASRA NO: 82
Modified,01506,address.line2,KALSI ROAD,"SHIVPURI COLONY, KALSI ROAD"
Modified,05417,address.line3,"OPP: AMBLI LAKE, AMBLI","OPP: AMBLI LAKE, AMBLI-BOPAL ROAD"
Modified,04779,mobile,"9991536672,  9729377929","9991536672, 9729377929"
Modified,04779,address.line2,NEAR CAMP MARKET,CAMP MARKET ROAD
Modified,02458,mobile,6267578526,9098812563
Modified,02458,address.line1,GANDHI BAZAR,"SUKHDHAM BHAWAN , GANDHI BAZAR"
Modified,02458,address.line2,,"MISHUR GALI, WARD NO: 11"
Modified,02458,address.line3,,VIJAYPUR
Modified,02458,coords,"['26.0527416000', '77.3697724000']","['26.0525130000', '77.3701360000']"
Modified,03971,contact,01275- 241416,
Modified,03971,mobile,"8053062808,  8607370476","8053062808, 8607370476"
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,01689,contact,079-22950620,
Modified,00198,address.line1,"FARISHTA BHAWAN, 294/3, NAVO VAS","FARISHTA BHAWAN, H NO: 294/3"
Modified,00198,address.line2,OPP.MUNICIPAL SCHOOL,"NAVO VAS, OPP: MUNICIPAL SCHOOL"
Modified,00198,address.line3,AMRAIWADI,AMRAIWADI POLICE STATION ROAD
Modified,04183,address.line2,"UPWAN SOCIETY, NEW PALAM VIHAR, PHASE 2, SECTOR 109","UPWAN SOCIETY, NEW PALAM VIHAR, PHASE 2"
Modified,04183,address.line3,,"DWARKA EXPRESS WAY, SECTOR 109"
Modified,01666,address.line2,NEAR SARASWATI SISHU SADAN SENIOR SEC. SCHOOL,NEAR SARASWATI SISHU SADAN SENIOR SEC. SCHOOL ROAD
Modified,03687,address.line1,"KUTUB VIHAR, PHASE-I","KUTUB VIHAR, PHASE-I, H NO: 153"
Modified,03687,address.line2,"GOYLA DAIRY, NEAR CHUNMUN PLAY SCHOOL","GOYLA DAIRY, NEAR CHUNMUN PLAY SCHOOL, KHARIYA ROAD"
Modified,00292,contact,2767-221200,
Modified,00292,mobile,"9825297221,9099220026","9825297221, 9099220026"
Modified,04142,address.line1,"D-72, 2ND FLOOR, OPP: D BLOCK PARK","D-72, 2ND FLOOR, OPP: D BLOCK PARK, MASTER SOMNATH MARG"
Modified,00217,contact,079-26862384,
Modified,00217,address.line1,"'SHIV SMRUTI', 3, RUDRA BUNGLOWS","'SHIV SMRUTI', H NO: 3, RUDRA BUNGLOWS"
Modified,04776,address.line2,NEAR HUDA MARKET,"NEAR HUDA MARKET, SERVICE ROAD"
Modified,00075,contact,11-27058959,
Modified,00075,mobile,"9654807839,8713187299",9654807839
Modified,05412,address.line2,NEAR UNIVERSAL PUBLIC SCHOOL,NEAR UNIVERSAL PUBLIC SCHOOL ROAD
Modified,04745,address.line2,OPP CHAMUNDA MANDIR,"OPP CHAMUNDA MANDIR, PUNSARI MODASA ROAD"
Modified,00278,contact,02822-231203,
Modified,90001,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,03189,address.line1,RAJYOGA BHAWAN,"H NO: 619, RAJYOGA BHAWAN"
Modified,02291,contact,"0129- 4082223, 2280051",0129- 4082223
Modified,02291,address.line1,"VARDANI BHAVAN, RELIGION PLOT","VARDANI BHAVAN, RELIGION PLOT, H NO: 808"
Modified,02291,address.line2,NEAR POLICE CHOWKI,POLICE CHOWKI ROAD
Modified,02544,contact,02697-246699,
Modified,04288,mobile,"9899961603, 8750434840",9899961603
Modified,00386,mobile,"9441994443, 9481604706","8618672188, 9441994443"
Modified,05272,mobile,9896676191,"9896676191,9992298020"
Modified,05272,address.line1,H NO: 689,H NO: 239
Modified,05272,address.line2,NEAR BALAJI MANDIR,NEAR BABA BALAKRAM PUBLIC SCHOOL
Modified,05272,address.line3,"ASSANDH ROAD, TAL: GHARAUNDA","KOHAND, TAL: GHARAUNDA"
Modified,05272,coords,"['29.4923600000', '76.9650280000']","['29.4912350000', '76.9654130000']"
Modified,00267,contact,-,
Modified,00267,mobile,9429551388,"9429551388, 9429551344"
Modified,00267,address.line2,HOSPITAL ROAD,GOVERNMENT HOSPITAL ROAD
Modified,05175,address.line2,NEAR AURA CHIMERA MARKET,"NEAR AURA CHIMERA MARKET, ASHIANA CHOUK, SHIV MANDIR"
Modified,00969,address.line1,"GITA BHAWAN, WARD NO. 3","H NO: 565, GITA BHAWAN, WARD NO. 3"
Modified,00969,address.line3,VISHNU COLONY,VISHNU COLONY RAILWAY ROAD
Modified,05312,address.line2,NEAR DOCTOR CHOTRANI HOUSE,"KALI MANDIR ROAD, NEAR DOCTOR CHOTRANI HOUSE"
Modified,02316,address.line2,"MAGANVADI-2 SOCIETY, BEHIND LAXMI MART","MAGANVADI-SOCIETY VIBHAG-2, BEHIND LAXMI MART"
Modified,02316,address.line3,NEAR VASAD CHAUKADI,"NEAR VASAD CHAUKADI, VASAD BORSAD HIGHWAY ROAD"
Modified,03458,address.line2,BESIDE SHIV MANDIR,"BESIDE SHIV MANDIR, CNG CAMP ROAD"
Modified,00944,mobile,"9650692137,9891623539","9650692137, 9891623539"
Modified,00944,address.line2,JEEVAN PARK,"JEEVAN PARK, BINDAPUR ROAD"
Modified,00223,address.line1,"PLOT NO: 551, SEARCH LIGHT, SARDARGUNJ ROAD","PLOT NO: 551, SEARCH LIGHT, SARDARGANJ ROAD"
Modified,00223,address.line3,NEAR RIDHHI APPARTMENT,NEAR RIDHHI APARTMENT
Modified,00223,email,anand@bkivv.org,ambedkarmarg.and@bkivv.org
Modified,00042,address.line2,"R-4, OPP: PRATAP NAGAR MARKET","R-4, OPP: PRATAP NAGAR MARKET, MATA SHANTIDEVI MARG"
Modified,00078,contact,011-23841877,011-47147387
Modified,01069,contact,079-22844321,
Modified,01069,address.line1,"SHIV SUNDARAM BHAWAN', E-5&6, ","SHIV SUNDARAM BHAWAN', E-5&6,"
Modified,01665,address.line1,NEAR AGARWAL SCHOOL,AGARWAL SCHOOL ROAD
Modified,00115,address.line2,"BEHIND OLD ANAJ MANDI, WARD NO: 10","OLD ANAJ MANDI ROAD, WARD NO-10"
Modified,03952,name,NEW DELHI MUBARAKPUR DABAS,DELHI MUBARAKPUR DABAS
Modified,03952,address.city,NEW DELHI,DELHI
Modified,03887,mobile,"9212141935,9818568486","9212141935, 9818568486"
Modified,03887,name,DELHI RAJ PARK-SULTANPURI,DELHI RAJ PARK SULTANPURI
Modified,03887,address.line2,OPP: SHEETLA MATA DHARAMSHALA,"OPP: SHEETLA MATA DHARAMSHALA, SHEETLA MATA MANDIR GALLI"
Modified,00069,address.line2,"NEAR LAL MANDIR, DMS BOOTH","NEAR LAL MANDIR, GALLI NO-20, MOTHER DAIRY, DMS BOOTH"
Modified,01970,address.line3,"MAIN MARKET, TAL: BALLABHAGARH","MAIN MARKET ROAD, TAL: BALLABHAGARH"
Modified,02525,address.line1,"PRAJAPITA BRAHMAKUMARIS MARG 11, SUNDERVAN",METRO PILLAR NUMBER 139
Modified,02525,address.line2,"SAMRAJYA NAGAR, NEAR 139 METRO PILLAR",OPPOSITE AVADH PRIDE NIRAT CHOKHI VASTRAL ROAD
Modified,02525,address.line3,VASTRAL ROAD,
Modified,01538,address.line1,H.NO: 51,"PLOT NO: 53, H.NO: 51"
Modified,01538,address.line2,"GALI NO:1, PLOT NO: 53","GALI NO:1, RAMESH NAGAR"
Modified,01538,address.line3,RAMESH NAGAR,
Modified,02117,contact,0129- 2445426,
Modified,05530,mobile,"9936048128, 7398233805",9936048128
Modified,00087,contact,0129- 2280051,
Modified,00087,address.line2,NEAR DR.MANOCHA NURSING HOME,NEAR DR.MANOCHA HOSPITAL ROAD
Modified,02771,section,00195,01000
Modified,04657,mobile,"7838689753,  9650892976","7838689753, 9650892976"
Modified,04657,address.line2,"17TH CROSS, BLOCK-C, SECTOR-39","17TH CROSS, BLOCK-C, SECTOR-39, SHARMA ROAD"
Modified,03357,mobile,"8905762772, 9408503958","9408503958, 8401460774"
Modified,03357,address.line1,"5, HATDI, NEAR MAIN BAZAR","5, HATDI"
Modified,03843,address.line2,"NEAR POST OFFICE, VIKAS MARKET","NEAR POST OFFICE, VIKAS MARKET ROAD"
Modified,00206,contact,079-23971273,
Modified,00206,address.line1,"H NO: 945, SHANTI KUND","H NO: 1203, SHANTI KUND"
Modified,02651,name,DELHI NANGLI VIHAR,NEW DELHI NANGLI VIHAR
Modified,02651,address.line1,"DIVYA DHAM, H.NO: C2/193","DIVYA DHAM, H.NO: C2/193, GALLI-1"
Modified,02651,address.city,DELHI,NEW DELHI
Modified,01523,contact,01822- 508390,
Modified,00540,mobile,6360347122,"6360347122, 9483603175"
Modified,00540,address.line1,'LIGHT HOUSE',"LIGHT HOUSE, 18-B"
Modified,00540,address.line2,"AGRAHARA, RAGHVENDRA EXTENSION","(KAMMIGALA BEEDI) RAGHAVENDRA EXTENSION, AGRAHARA"
Modified,04307,mobile,"9964204958,  948398693","9148058352, 7406706526"
Modified,04307,address.line1,"H.NO:12, NEAR JSS ACADEMY OF TECHNICAL EDUCATION","H.NO:8/A, KAUSTUBA , 1ST FLOOR"
Modified,04307,address.line2,KENGERI UTTARAHALLI MAIN ROAD,"DURGA LAYOUT, KRISHNA GARDEN ROAD"
Modified,04307,address.line3,"OMKAR HILLS, SRINIVASPUR","OMKAR HILLS, RR NAGAR, MAILASANDRA"
Modified,04307,email,,omkarhills.blr@bkivv.org
Modified,04307,coords,"['12.9032084000', '77.5051043000']","['12.9073330000', '77.5060000000']"
Modified,02535,address.line1,"H NO: 221/1, PRABHU UPHAR, LANE NO: 9","H NO: 221/1, PRABHU UPHAR,"
Modified,02535,address.line2,"PANT ROAD, SUBHASH NAGAR","PANT ROAD, LANE NO: 9, SUBHASH NAGAR"
Modified,03553,mobile,"8009476585,8574724737","8009476585, 7054249546"
Modified,03553,address.line1,MOHALLA CHANDRPUR,PRABHU UPWAN
Modified,03553,address.line2,DADHEECHI KUND TIRTH,"OMSHANTI NAGAR, NEAR NAHAR KOTHI"
Modified,03553,address.line3,PARIKRAMA MARG,
Modified,03553,coords,"['27.4304647000', '80.5293359000']","['27.4270790000', '80.5262510000']"
Modified,03868,mobile,9421068285,"9421068285, 8208234120"
Modified,03868,district,Aurangabad,CHHATRAPATI SAMBHAJI NAGAR
Modified,03868,email,uttaranagari.abd@bkivv.org,sadashivanagar.abd@bkivv.org
Modified,05025,name,RATH NEW GULAB NAGAR,RATH MUGALPURA
Modified,05025,address.line1,"H.NO: 174, BEHIND KOTAWALI",AMRIT SAROVAR
Modified,05025,address.line2,SANKAT MOCHAN MANDIR GALLI,"CHOPDA MANDIR ROAD, OPP SATKAR VATIKA"
Modified,05025,address.line3,"NEW GULAB NAGAR, WARD NO: 6",MUGALPURA - 1
Modified,05025,coords,"['25.5896540000', '79.5583530000']","['25.5932300000', '79.5718380000']"
Modified,00269,mobile,9408920415,"9408920415, 9427446044"
Modified,00269,address.line2,PORBANDAR ROAD,BEHIND SBI BANK PORBANDAR ROAD
Modified,01999,contact,011- 25521570,011- 40072155
Modified,02521,contact,079-22700477,
Modified,04769,name,FARIDABAD N.I.T-2,FARIDABAD N.I.T 2
Modified,04769,address.line3,N.I.T-2,"RAMAYAN BHAG ROAD, N.I.T-2"
Modified,00742,address.line2,OPP: RISHIKUL AYURVEDIC COLLAGE,OPP: RISHIKUL AYURVEDIC COLLEGE
Modified,04111,contact,0129-4017505,
Modified,04111,email,,sector7a.fbd@bkivv.org
Modified,00054,mobile,9810843360,"9810843360, 7678322878"
Modified,00054,address.line2,PLOT NO. 289,"PLOT NO. 289, GALLI NO: 7"
Modified,01211,contact,08385-226892,
Modified,01211,mobile,9400506707,"9400506707, 9480369677"
Modified,01211,address.line1,"VISHWA SHANTI BHAWAN, H.NO: 5 2/19/46/5","SHRI VAJRESHWARA TOWERS, H NO: 3, 3RD FLOOR"
Modified,01211,address.line2,ANJUMAN ENGINEERING COLLEGE ROAD,"OPP: KARNATAKA BANK, N.H.66"
Modified,01211,address.line3,,BHATKAL
Modified,01211,coords,"['13.9926504000', '74.5520851000']","['13.9989800000', '74.5449300000']"
Modified,00202,contact,079-27602189,
Modified,00202,address.line2,NEAR RAILWAY CROSSING,"NEAR RAILWAY CROSSING, SHAKTI SCHOOL ROAD"
Modified,01755,address.line1,'DIVYA ANUBHUTI BHAWAN',"'DIVYA ANUBHUTI BHAWAN', PROPERTY NO: 6T1VBL-62"
Modified,03883,district,MEWAT,NUH
Modified,03883,name,NUH (MEWAT),NUH (HAR)
Modified,03883,address.line2,NEAR RAM MANDIR,NEAR RAM MANDIR ROAD
Modified,00935,address.line1,H NO: 194,"H NO: 194, SUKH SHANTI BHAWAN"
Modified,00935,address.line2,SUKH SHANTI BHAWAN,KRISHNA MOHALLA
Modified,00930,address.line2,"SEVADAS MARKET, NEAR MAYAWATI HOSPITAL","SEVADAS MARKET, MAYAWATI HOSPITAL ROAD"
Modified,00930,address.line3,"WARD NO: 6 , TEH: NARNAUL","WARD NO: 6, TEH: NARNAUL"
Modified,03857,address.line2,ANUBHUTI BHAWAN,"ANUBHUTI BHAWAN, NILOTHI MOR"
Modified,02233,address.line2,"SECTOR 6, PART 1","SECTOR 6, PART 1, NH-8"
Modified,02487,contact,079-26730182,
Modified,00086,contact,0129-2412447,
Modified,00086,mobile,"9891912447, 9540040493","9891912447, 9079269595, 8285518002"
Modified,00086,address.line1,'VISHWA SHANTI BHAWAN',"'VISHWA SHANTI BHAWAN', B.P-50"
Modified,00086,address.line2,"B.P.- 50, NEELAM BATA ROAD",NEELAM BATA ROAD
Modified,00086,address.line3,N.I.T.,N.I.T.-1
Modified,02463,contact,01284-260095,
Modified,02463,name,BAWAL,BAWAL (REWARI)
