ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,04008,address.line1,"LPC: 186, NEAR PRAKASH GARAGE","LPC: 186, ANGEL HOUSE, NEAR PRAKASH GARAGE"
Modified,04008,address.line2,"BILLIA BUILDING, INDUSTRIAL COLONY",INDUSTRIAL COLONY
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,00458,name,BELUR,BELUR (HASSAN)
Modified,00458,address.line1,NO: 3758/2665,NO: 4018/2898
Modified,00458,address.line2,BIKKODU ROAD,"KEREBEEDI, NEAR AMRUTESHWARA SWAMI TEMPLE"
Modified,00458,address.line3,,BELUR
Modified,00458,email,,belur@bkivv.org
Modified,00458,mobile,9945654262,6360057252
Modified,00458,coords,"['13.1619188868', '75.8637007529']","['13.1600440000', '75.8618210000']"
Modified,00458,contact,08177- 222481,
Modified,04025,mobile,8885848879,"8885848879, 9182007162"
Modified,00710,address.line2,ARNI ROAD,"ARNI ROAD, NEAR HANUMAN MANDIR, OM SOCIETY"
Modified,00710,address.line3,OM SOCIETY,
Modified,00710,contact,07232- 246615,
Modified,00380,mobile,8762746927,8546881269
Modified,90001,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,03170,address.line2,,NEAR SANGAM CHAURAHA
Modified,03170,address.line3,,ALIGANJ
Modified,00935,address.line1,SUKH SHANTI BHAWAN,H NO: 194
Modified,00935,address.line2,,SUKH SHANTI BHAWAN
Modified,00935,contact,01275-264205,
Modified,00041,mobile,"9650692234,9650692236","9650692234, 9650692236"
Modified,00041,contact,011-22591649,
Modified,03877,email,,kharsia@bkivv.org
Modified,90007,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,02007,address.line1,"H NO: 743, MAIN ROAD","H/O MUDABASAPPA N MATUR, 35CRCB"
Modified,02007,address.line2,NEAR BASAVA DHARUNA PEETHA,KEB ROAD
Modified,02007,address.line3,"ARCHAKARA COLONY, TAL: HUNAGUND","KUDALA SANGAMA, TAL: HUNAGUND"
Modified,02007,address.pincode,587112,587115
Modified,02007,mobile,9110869211,"9110869211, 9880582722"
Modified,02007,coords,"['16.1995464000', '76.0500912000']","['16.1925810000', '76.0267950000']"
Modified,02007,contact,08351- 268300,
Modified,04665,address.line1,"H NO: 122, GOKUL BHAWAN","PLOT NO:43 TO 52, SWARNIM SANDESH BHAWAN"
Modified,04665,address.line2,H/O B.R.WAGHMARE,NEAR MARUTI WORKSHOP
Modified,04665,address.line3,MARKET ROAD,"DATTAPUR, PAVNAR"
Modified,04665,email,,pavnar@bkivv.org
Modified,04665,mobile,9673507263,"9673507263, 8329296084"
Modified,04665,coords,"['20.7813430000', '78.6708890000']","['20.7679150000', '78.6430880000']"
Modified,04515,name,BAGRU,BAGRU (JAIPUR)
Modified,04899,name,AMONA,AMONA (SOUTH GOA)
Modified,02924,name,JEWAR,JEWAR (GAUTAM BUDDHA NAGAR)
Modified,02553,address.line1,HOUSE NO: 741,"SHIV VARDANI BHAWAN, WARD NO-63"
Modified,02553,address.line2,"SHRI VIHAR COLONY, SEEPAT ROAD, SARKANDA","ARVIND NAGAR, SHRI VIHAR COLONY, SEEPAT ROAD"
Modified,02553,address.line3,NUTAN CHOWK,"SARKANDA, NUTAN CHOWK"
Modified,02553,email,,nutanchowk.bsp@bkivv.org
Modified,02553,mobile,9826825906,"9826825906, 9981006013"
Modified,02553,coords,"['22.1011498800', '82.1477475600']","['22.0999210000', '82.1536220000']"
Modified,02195,address.line1,INDRAPRASTHA NAGAR,PLOT NO: 286/14
Modified,02195,address.line2,NATUWADI,"INDRAPRASTHA NAGAR, HANUMAN MANDIR ROAD,  NATUWADI"
Modified,02195,email,,darwha@bkivv.org
Modified,03398,address.line1,H.NO: 89/P,BRAHMA KUMARIS
Modified,03398,address.line2,NEAR JAGRI KHAIRAPATI U.P SCHOOL,BHAGABATI STREET
Modified,03398,address.line3,"JAGRI KHAIRAPATI ROAD, TAL: ODAGAON","AT/PO - GODIPADA, PS - SARANKUL"
Modified,03398,coords,"['20.0363500000', '85.1568700000']","['20.0385880000', '85.1605560000']"
Modified,04850,mobile,"9466887765, 798897363","8053062808, 9466887765"
Modified,00097,name,HODAL,HODAL (PALWAL)
Modified,00097,address.line1,SHIV SANDESH BHAWAN,"PLOT NO: 11/19, SHIV SANDESH BHAWAN"
Modified,00097,contact,01275-235949,
Modified,00715,mobile,8168394182,"8168394182, 7015422765"
Modified,01724,name,NERAL,NERAL (RAIGAD)
Modified,01163,mobile,9482488830,8762746927
Modified,03100,name,SEVNI,SEVNI (SURAT)
Modified,05263,address.line1,"AMRIT BHAWAN, WARD NO-1",AMRIT BHAWAN
Modified,05263,address.line2,NEAR SDM OFFICE,"NEAR DSP OFFICE, WARD NO-1"
Modified,05263,address.line3, MAJARA,MAJARA
Modified,05263,email,,anandpursahib@bkivv.org
Modified,00978,mobile,"8448625813, 8826476135","9311783585, 7428311322"
Modified,03154,contact,08936- 249044,
Modified,03883,name,NUH,NUH (MEWAT)
Modified,04649,mobile,6268705916,"6268705916, 9425703340"
Modified,01975,mobile,"9413029995, 9413029995","9413029995, 8949179657"
Modified,03334,name,SIPAT,SIPAT (BILASPUR)
Modified,03315,mobile,"8411868028, 8668811621","8411868028, 9529818951"
Modified,02667,name,BADLI,BADLI (JHAJJAR)
