ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,04718,address.line1,NEAR KANYA SHALA,"H NO: 216, NEAR KANYA SHALA"
Modified,03607,coords,"['18.5497217000', '73.8038117000']","['18.5460540000', '73.8026310000']"
Modified,03607,email,,someshwarwadi.pun@bkivv.org
Modified,03607,address.line1,"FLAT NO: 3, VEDANG SOCIETY","FLAT NO: 2, AWANTI HEIGHTS"
Modified,03607,address.line2,"BEHIND RAJWADA HOTEL, KALE PARK",NEAR SUNNY SPORTS COMPLEX
Modified,03607,address.line3,"SOMESHWARWADI, BANER ROAD, PASHAN","SOMESHWARWADI, PASHAN"
Modified,00942,contact,011-27732842,
Modified,00942,mobile,"9968394826, 8527033609","8287509677, 8527033609"
Modified,00942,address.line1,"'JEEVAN MUKTI DHAM', H.NO:9, BLOCK-C","JEEVAN MUKTI DHAM, H.NO:9, BLOCK-C"
Modified,05379,mobile,"9939943706, 9504993253",9931106963
Modified,05379,coords,"['25.6913700000', '85.1826460000']","['25.7002030000', '85.1677310000']"
Modified,05379,address.line1,"H NO: 1, KALINDI NIWAS","H NO: 25, C/O - MANGAL ROY"
Modified,05379,address.line2,"LAKRI BAZAR, RAILWAY ROAD","STATION ROAD, AKHILAR CHANWARI"
Modified,05379,address.line3,NEAR  SHIV DULARI HIGH SCHOOL,WARD NO:6
Modified,01318,contact,02381- 263572,
Modified,02973,mobile,7350152682,9423217926
Modified,00953,contact,011-27811835,
Modified,00953,mobile,9818216799,"9818216799, 8368415031"
Modified,00953,address.line1,'CHARITRA NIRMAN BHAWAN',CHARITRA NIRMAN BHAWAN
Modified,00658,mobile,"9860829185, 9404877741","9767771191, 9371171191"
Modified,00692,contact,02385- 256340,
Modified,04457,mobile,8329139235,9960371739
Modified,00617,contact,02560- 270277,
Modified,00617,mobile,"9604186370, 9423387716","9604186370, 8208643982"
Modified,04787,mobile,8329096736,"8329096736, 9011896692"
Modified,02652,district,Ahmednagar,AHILYANAGAR
Modified,02652,coords,"['18.5478890000', '74.5831560000']","['18.5497020000', '74.5808780000']"
Modified,02652,address.line1,"H.NO: 17/40, SHANTANU NIWAS, IST FLOOR","H.NO: 17/25, OM SHANTI NIWAS"
Modified,02652,address.line2,NEAR NATH HOSPITAL,NEAR MODHAVE ELECTRONIC
Modified,02652,address.line3,"NAGAR-DAUND ROAD, TAL: SHRIGONDA","ASRA CHOWK, TAL: SHRIGONDA"
Modified,03455,mobile,"7758066649, 9511273896","7758066649, 7666344771"
Modified,03455,coords,"['18.5731667000', '73.7560504000']","['18.5740640000', '73.7565870000']"
Modified,03455,address.line1,"FLAT NO: 101, 'SWASTIK MANGAL', MILAKAT NO:751","FLAT NO: 101, KHANDAVE HEIGHTS"
Modified,03455,address.line2,BEHIND GOVT. PRIMARY SCHOOL,"OPP: SURYAMUKHI GANESH MANDIR, NEAR LAXMI MATA MANDIR"
Modified,02655,district,Ahmednagar,AHILYANAGAR
Modified,02655,contact,02488- 282211,
Modified,02655,mobile,"9579094119, 9604207620",9175266734
Modified,00865,contact,05271- 224998,
Modified,00865,mobile,"9935133695, 9651762414","9935133695, 8853308916"
Modified,00865,coords,"['26.4403671000', '82.5551010000']","['26.4391730000', '82.5530480000']"
Modified,00865,address.line1,H NO: 101,"H NO: 855, PRABHU SANDESH BHAWAN"
Modified,00865,address.line2,NEAR KOTWALI PATEL NAGAR,PATEL NAGAR
Modified,00865,address.line3,"BASKHARI ROAD, B.S.P. OFFICE",BASKHARI ROAD
Modified,05399,mobile,6204891109,7091280417
Modified,03725,mobile,9561381346,8299109935
Modified,00940,contact,011-27751405,
Modified,00940,mobile,8527550861,"9315600796, 8860922572"
Modified,00080,contact,011-41001013,
Modified,00080,address.line1,"'DIVYA JYOTI',  5/6 SIRI FORT INSTITUTIONAL AREA","H.NO: 5/6, DIVYA JYOTI"
Modified,00080,address.line2,AUGUST KRANTI MARG,SIRI FORT INSTITUTIONAL AREA
Modified,00080,address.line3,,AUGUST KRANTI MARG
Modified,05009,mobile,"9329015472, 9644371898",8640002106
Modified,90001,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,00164,mobile,"9437337564, 7008819016",8260611832
Modified,02654,district,Ahmednagar,AHILYANAGAR
Modified,02654,mobile,,8625962462
Modified,02654,address.line1,BAGADE GALLI,"H.NO: 13/45, BAGADE GALLI"
Modified,02977,mobile,9284201947,7350502682
Modified,04788,mobile,"8482965185, 9284954838",7666344771
Modified,04132,mobile,"8126313106, 9818216799","8126313106, 8527033609"
Modified,04806,coords,"['28.5371310000', '77.2406770000']","['28.5289560000', '77.2466110000']"
Modified,04806,email,,greaterkailash2.del@bkivv.org
Modified,04806,address.line1,"E-383, FIRST FLOOR","S - 209, GROUND FLOOR"
Modified,04806,address.line2,NEAR SEHGAL MARKET-2,OPP: DON BOSCO SCHOOL
Modified,04978,mobile,"8329202423, 9404060767","9404060797, 9423732373"
Modified,04978,coords,"['18.5782670000', '73.8945190000']","['18.5771030000', '73.8917720000']"
Modified,04978,email,,vidyanagar.pun@bkivv.org
Modified,04978,address.line1,"PLOT NO: 50, SHRIRANG BANGLOW",PLOT NO: SHRIRANG BANGLOW
Modified,04978,address.line2,"ROAD NO 13E, NEAR KETAN GAS AGENCY","ROAD NO-13E, NEAR KETAN GAS AGENCY"
Modified,03280,mobile,9834362710,"9067095536, 9834362710"
Modified,02653,district,Ahmednagar,AHILYANAGAR
Modified,02653,mobile,8275470067,"8275470067, 8369499689"
Modified,02653,coords,"['18.8265726000', '74.5986697000']","['18.8277980000', '74.5993390000']"
Modified,02653,email,,visapur@bkivv.org
Modified,02653,address.line1,"H.NO:19, SHIV SHAKTI","H.NO:420, SHIV SHAKTI BHAWAN"
Modified,02653,address.line2,STATION ROAD,"STATION ROAD, NEAR SAI FITNESS CLUB"
Modified,01742,name,LAKHIMPUR  MELA ROAD,LAKHIMPUR MELA ROAD
Modified,04337,district,Ahmednagar,AHILYANAGAR
Modified,03678,mobile,"9340936663, 8223089218",9929015472
Modified,90007,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,02543,contact,07469-230099,
Modified,02543,mobile,8824059519,"9530484653, 8824059519"
Modified,02790,mobile,8640030620,6261592727
Modified,03539,address.line3,"TINGE NAGAR, TAL: HAVELI","TINGRE NAGAR, TAL: HAVELI"
Modified,02668,address.line2,BEHIND SIDDHI VINAYAK AUTO MOBILE,MALKAPUR ROAD
Modified,02668,address.line3,"MALKAPUR ROAD, TEH: SHAHUWADI",TEH: SHAHUWADI
Modified,04240,coords,"['25.6098716000', '85.0741245000']","['25.6106890000', '85.0764380000']"
Modified,04240,address.line1,"H NO: 73A, MAURYA PATH","H NO: 21, RAGHUNATH SADAN"
Modified,04240,address.line2,NEAR FRONTLINE RESIDENCY,"SHYAM NAGAR, MAYUR VIHAR"
Modified,04240,address.line3,"NANDANPURI COLONY, KHAJPURA","MAURYA PATH, KHAJPURA"
Modified,04686,mobile,"6261592727, 8817704490",7879778801
Modified,04980,email,,banergaon.pun@bkivv.org
Modified,01412,mobile,"8208856295, 9922372594","8208856295, 8766507634"
Modified,03945,address.line1,"H NO:229, HOUSE OF SURESH KOHLI",H NO:229
Modified,01362,district,Ahmednagar,AHILYANAGAR
Modified,01362,contact,02421- 223962,
Modified,01362,mobile,"9011658393, 8975410304",9011658393
Modified,01362,address.line1,BEHIND MARKET YARD,H.NO: 6277/1
Modified,01362,address.line2,SHANTAJI NAGAR,BEHIND MARKET YARD
Modified,01362,address.line3,,SHANTAJI NAGAR
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,04142,coords,"['28.6612610000', '77.3084700000']","['28.6607560000', '77.3125970000']"
Modified,04142,address.line1,"D-72, 2ND FLOOR, OPP: D BLOCK PARK, MASTER SOMNATH MARG","H.NO:80, GROUND FLOOR"
Modified,04142,address.line3,SURAJMAL VIHAR,"NEAR SURAJMAL VIHAR, VIGYAN VIHAR"
Modified,01925,district,Ahmednagar,AHILYANAGAR
Modified,01925,mobile,"9767044707, 9763706044","9767044707, 9175266734"
Modified,04984,mobile,"7666344771, 7588360103","7559106845, 7666344771"
Modified,01855,district,Ahmednagar,AHILYANAGAR
Modified,01855,mobile,"9767184510, 9325716113","9767184510, 9325716113, 9767184510"
Modified,03186,mobile,"9818216799, 9315892903","9315892903, 8527033609"
Modified,04313,address.line1,SHIV JYOTI BHAWAN,"SHIV JYOTI BHAWAN, KHASRA NO: 198/169, 203/169"
Modified,03195,mobile,"9845913473, 7829421690",9513096360
Modified,02020,contact,02451-219133,
Modified,02020,mobile,9834292692,"9834292692, 8390654001"
Modified,01800,contact,07763- 223848,
Modified,01800,mobile,"7999902910, 8305988109","7999902910, 9098207098"
Modified,01800,coords,"['22.8844834600', '84.1379011400']","['22.8533350000', '84.1473190000']"
Modified,01800,address.line1,"H NO: 1289, WARD NO:8",LIGHT HOUSE
Modified,01800,address.line2,NEAR SARASWATI MANDIR,"OPP RICE MILL, BALACHHAPAR"
Modified,01800,address.line3,PURANI TOLI,WARD NO: 14
Modified,04418,mobile,"9673044956,  8669064324","9673044956, 9404015699"
Modified,04418,coords,"['19.2725729000', '75.7504216000']","['19.2693770000', '75.7626180000']"
Modified,04418,address.line1,AMIT NIWAS,"PLOT NO : 57, PRABHU UPHAR BHAWAN"
Modified,04418,address.line2,SHIVAJI NAGAR,SAMARTH PARK
Modified,04418,address.line3,KOLHER ROAD,TAKADGAON ROAD
