ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,03916,address.line2,"HOUSE OF PUNDALIK GHARGE, SHANKARMATH ROAD",SHANKARMATH ROAD
Modified,03916,address.line1,"PLOT NO:6/2, AASHIRWAAD NILAYA",PARISHRAM NILAYA
Modified,03916,coords,"['16.1816413000', '75.6949052000']","['16.1817610000', '75.6950130000']"
Modified,00204,address.line2,HARIOM SOCIETY,"HARIOM SOCIETY, RAMJI TEMPLE ROAD"
Modified,00204,address.line1,"GYANMAN SAROVAR, H.NO: A/12 ","GYANMAN SAROVAR, H.NO: A/12"
Modified,90001,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,02179,address.line3,"MAHADEV MANDIR ROAD, TAL:DASRKOI",TAL:DASRKOI
Modified,02179,address.line2,"NEAR DHARAMSHALA, KOLIYAL CHOWK","NEAR DHARAMSHALA, KOLIYAL CHOWK, MAHADEV MANDIR ROAD"
Modified,04981,email,,vimannagar.pun@bkivv.org
Modified,04981,address.line3,JOGGERS PARK LANE,"CLOVER PARK, VIMAN NAGAR"
Modified,04981,address.line2,NEAR P.N.G. JEWELLERY SHOP,"SHREE GANAPATI CHOWK, NEAR ANAND VIDYANIKETAN SCHOOL"
Modified,04981,address.line1,"R.H.NO: 16, HIND VIJAY SOCIETY","H.NO: B11, RIDHI ENCLAVE SOCIETY"
Modified,04981,coords,"['18.5657281000', '73.9167666000']","['18.5677230000', '73.9169930000']"
Modified,03494,mobile,9482336725,"9482336725, 9481657870"
Modified,03494,address.line3,TAL: ATHANI,TAL: KAGVAD
Modified,03494,address.line1,"PLOT NO: 493/2A/2, 494/2, SRP-31","PLOT NO: 493/2A/2, 494/2"
Modified,01717,mobile,"9822420628, 9765903442","8378080899, 9552310026"
Modified,90007,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,03381,mobile,"9830835344, 6289378488","8240362699, 6289378488"
Modified,00845,mobile,"7907520718, 9567847986","7907520718, 9895837479"
Modified,00845,contact,0474- 2761815,
Modified,00845,address.line3,"SAMRUTHI NAGAR, ASRAMOM","PUNNATHANAM JUNCTION, SAMRUTHI NAGAR, ASRAMOM"
Modified,02278,mobile,"9424331231, 9407544956","8839599418, 9424331231"
Modified,02278,address.line3,CHETNA NAGAR,"WAR NO: 11, ANUPPUR"
Modified,02278,address.line2,"SUB STATION ROAD, WARD NO:9","BASTI ROAD, CHETNA NAGAR"
Modified,02278,address.line1,"H NO: 1, NEAR RAILWAY PHATAK",NEAR SHANKAR MANDIR
Modified,02278,coords,"['23.1171829000', '81.7028001000']","['23.1120630000', '81.6977380000']"
Modified,01117,address.line3,WARD NO: 9,"ANAND NAGAR, WARD NO: 4"
Modified,01117,address.line2,"KARMCHARI COLONY, MOLANA MARG","NEAR FITWELL HEALTH CLUB, ANJAD ROAD"
Modified,01117,address.line1,"PLOT NO: 2, NEAR VASHNO DEVI MANDIR",SHIV VISHWA KALYANI BHAWAN
Modified,01117,coords,"['22.0253982000', '74.9070987000']","['22.0332550000', '74.9067460000']"
Modified,02113,contact,011-27619232,
Modified,03456,mobile,"9711133160, 7217704152",9711133160
Modified,00370,name,INDI,INDI (VIJAYAPURA)
Modified,00233,name,BAVLA,BAVLA (AHMEDABAD)
Modified,00067,mobile,9818237654,"9818237654, 9818470442, 9910724070"
Modified,00067,address.line1,"'SHANTI KUTIR', A-3/84","'SHANTI KUTIR', A-3/84, BRAHMA KUMARIS MARG"
Modified,03162,address.city,HYDERABAD,SECUNDERABAD
Modified,03162,address.line3,"DAIMOND POINT, SECUNDERABAD","DIAMOND POINT, SECUNDERABAD"
Modified,03162,address.line1,"PLOT NO: 1416, SHIVSHAM KUTIR APARTMENTS","PLOT NO: 14 & 16, SHIVSHAM KUTIR APARTMENTS"
Modified,03162,name,HYDERABAD BOWENPALLY DIAMOND POINT,SECUNDERABAD DIAMOND POINT
Modified,00260,contact,02764-223766,
Modified,00260,address.line2,NEAR KAPILESHWAR MAHADEV MANDIR,"NEAR KAPILESHWAR MAHADEV MANDIR, BRAHMAKUMARIS ROAD"
Modified,00260,address.line1,"H NO:  71, GYAN SURYA BHAVAN","H NO: 71, GYAN SURYA BHAVAN"
Modified,05419,email,,sector3.rok@bkivv.org
Modified,01298,mobile,9449962654,"9449962654,  8088132138"
Modified,01298,contact,08263- 274556,
Modified,00368,mobile,"9482410987, 9480456140","9482410987, 8217706508"
Modified,00368,contact,08332- 226960,
Modified,00368,name,GOKAK,GOKAK (BELAGAVI)
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,02116,name,HARDA,HARDA  (MP)
Modified,04554,address.line2,"OPP: BUS STOP, NEAR JAIN TEMPLE","OPP: BUS STOP, NEAR JAIN TEMPLE, BUS STAND ROAD"
Modified,03904,mobile,9403393226,7507003644
Modified,03904,address.line2,"OPP: SAPPHIRE SOC., GANESH MANDIR ROAD","G.K.LANE NO 8 , NEAR SAI MANDIR"
Modified,03904,address.line1,"S.NO: 26, BALWADKAR HOUSE, 1ST FLOOR","POOJA APARTMENT, 1ST FLOOR"
Modified,03904,coords,"['18.5872147000', '73.7841284000']","['18.5854820000', '73.7822090000']"
Modified,04474,mobile,"9467337761, 9416473458","9467337761, 7206747918"
Modified,04474,address.line3,NEAR BABERPUR MANDI,PANIPAT
Modified,04474,address.line2,"ELDECO ESTATE ONE, ALSTONIA LANE",ELDECO ESTATE ONE
Modified,04474,address.line1,"H.NO: C1-26, SECTOR-4","H.NO: C2-34, SECTOR-5"
Modified,04474,coords,"['29.4475085000', '76.9783671000']","['29.4512200000', '76.9794960000']"
Modified,02617,mobile,9850091261,"9850091261, 8999916668"
Modified,02617,email,,vasindwest@bkivv.org
Modified,02617,address.line3,"OLD AGRA ROAD, TEH: SHAHAPUR","VASIND , TAL: SHAHAPUR"
Modified,02617,address.line2,"TARMALE NAGAR, NEAR JINDAL CHECK POST","SHREE RAM NAGAR, NEAR BANK OF BARODA"
Modified,02617,address.line1,"FLAT NO: 006, PUNARVASU BUILDING","TULJA SERENITY GREENS, G - WING"
Modified,02617,coords,"['19.4076560000', '73.2596820000']","['19.4065000000', '73.2599700000']"
Modified,02470,contact,0265-2680280,
Modified,00643,contact,022-23680206,
Modified,00643,address.line3,"39, NEPEANSEA ROAD",
Modified,00643,address.line2,1ST FLOOR,"1ST FLOOR, ROAD NO: 39, NEPEAN SEA ROAD"
Modified,00643,address.line1,"C/3, 'MATRU ASHISH'","FLAT NO: C/3-4, 'MATRU ASHISH'"
Modified,00643,name,MUMBAI NEPEAN SEA ROAD,MUMBAI
Modified,02849,mobile,"9167995258, 8689964279","9326471389, 9167995258"
Modified,02849,contact,022-28818817,
Modified,00483,mobile,9483904469,"8861322692, 8123976164"
Modified,00483,contact,08231- 242488,
Modified,00483,address.line3,K.H.B.COLONY,MALAVALLI
Modified,00483,address.line2,ANITA CONVENT ROAD,NES LAYOUT
Modified,00483,address.line1,"MIG-7, N.E.S. EXTENSION","D.NO: 6126, GYANA TEERTHA BHAWAN"
Modified,00483,coords,"['12.3865910900', '77.0505252400']","['12.3852450000', '77.0516760000']"
Modified,01578,mobile,9461041211,"9461041211, 8764135700"
Modified,01578,contact,01460-223891,
Modified,00308,mobile,"9687889492, 9426708447","9408503958, 9426708447"
Modified,01010,mobile,7008288586,"7008288586, 9439223273"
Modified,01010,contact,06641-226611,
Modified,01010,address.line3,NH-53,
Modified,01010,address.line2,BABU SHAHI,"BABU SHAHI, NH-53"
Modified,02957,name,DHARI,DHARI (AMRELI)
Modified,04044,mobile,"7030720205, 9425951048","7030720205, 9657618805"
Modified,04044,address.line3,TAL: DHARANGAON,"PALDHI , TAL: DHARANGAON"
Modified,04044,address.line2,"RAILWAY STATION ROAD, RUKMANI NAGAR","NEAR DATTA MANDIR, GPS SCHOOL ROAD"
Modified,04044,address.line1,"H.NO: 45, BEHIND BUS STAND","GYAN SUDHA BHAWAN, GAT NO. 28"
Modified,04044,coords,"['21.0188240000', '75.4604480000']","['21.0133390000', '75.4624640000']"
Modified,03667,mobile,"8130390687, 9650692290","8130986133, 9650692290"
Modified,03667,contact,011-25081043,011-69651208
Modified,01108,mobile,"9426859102, 7622060877","9426859102, 7567757699"
Modified,01108,contact,0261-2394643,
Modified,01438,mobile,"9552310026, 9881000365","9552310026, 8378080899"
Modified,04142,mobile,"9811799209, 8178223318",9811799209
Modified,03263,address.line3,"ICE FACTORY ROAD, ANAND NAGAR","TIPPU NAGAR, BADAMI"
Modified,03263,address.line2,BEHIND GOVT. HOSPITAL,"STATION ROAD, NEAR KARUDAGIMATH HOSPITAL"
Modified,03263,address.line1,PLOT NO: 4224,PLOT NO: 2840/42 B
Modified,03263,coords,"['15.9228460000', '75.6770200000']","['15.9255830000', '75.6797340000']"
