ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,03863,address.line2,"SAMBHAJI GALLI, NEAR POLICE STATION","NEAR OLD BUS STAND, BEHIND VILAS PATIL COMPLEX"
Modified,05599,name,BANT,BANT (BHADRAK)
Modified,05599,address.line1,COLLEGE ROAD,PLOT NO: 911/114
Modified,05599,address.line2,LAKSHMI BAZAR,"COLLEGE ROAD, LAKSHMI BAZAR"
Modified,03621,name,TIBBI,TIBBI (HANUMANGARH)
Modified,00692,name,UDGIR,UDGIR (LATUR)
Modified,00692,address.city,UDGIR,UDGIR (LATUR)
Modified,04706,mobile,"7015791283,  9671737322",9671737322
Modified,04308,address.line3,"NEAR STATE BANK OF INDIA, MAIN LANE","MAIN LANE, SAKRI ROAD"
Modified,04308,address.line2,BESIDE VITTAL MANDIR,"BESIDE VITTAL MANDIR, NEAR STATE BANK OF INDIA"
Modified,04308,mobile,"9049646088,  9423288049","9423288049, 8949747827"
Modified,00639,contact,022- 24459998,
Modified,00639,address.line3,MAHIM(WEST),MAHIM (WEST)
Modified,00639,address.line2,"BHAGOJI KEER ROAD, NEAR PARADISE CINEMA ","BHAGOJI KEER ROAD, NEAR PARADISE CINEMA"
Modified,00639,mobile,9920901554,"9920901554, 8779523309"
Modified,05004,address.line1,BRAHMA KUMARIS,"BRAHMA KUMARIS, H NO: 195"
Modified,05004,section,00868,03096
Modified,00032,mobile,8397911044,"9896942055, 8397911044"
Modified,03346,name,USGAO,USGAO (NORTH GOA)
Modified,02719,contact,0731-2330444,
Modified,00983,contact,0389- 2350109,
Modified,00569,contact,"08482-226803, 229867",
Modified,04984,name,NANDE,NANDE (PUNE)
Modified,04984,address.city,NANDE,NANDE (PUNE)
Modified,01424,name,OTUR,OTUR (PUNE)
Modified,01424,address.city,OTUR,OTUR (PUNE)
Modified,05568,mobile,"8910108581, 9903871518","8910108581, 9330473239"
Modified,04528,name,SASNI,SASNI (HATHRAS)
Modified,04528,address.city,SASNI,SASNI (HATHRAS)
Modified,04528,address.line1,"H NO: 223, 'SANGAM BHAWAN'","H NO: 223, SANGAM BHAWAN"
Modified,00602,address.line3,"WARD NO: 15, JALGAON JAMOD",
Modified,00602,address.line2,"SEVAKDAS NAGAR, GITA BHAWAN ROAD","SEVAKDAS NAGAR, GITA BHAWAN ROAD, MANGAL KARYALAYA, WARD NO: 15, JALGAON JAMOD"
Modified,05106,section,01027,03783
Modified,01456,name,SELU,SELU (PARBHANI)
Modified,01456,address.city,SELU,SELU (PARBHANI)
Modified,01456,address.line1,"'SHIVDEEP BHAWAN', H.NO:55/56","SHIVDEEP BHAWAN, H.NO:55/56"
Modified,02170,contact,06863- 245777,
Modified,04232,name,AMDI,AMDI (DHAMTARI)
Modified,04232,address.city,AMDI,AMDI (DHAMTARI)
Modified,04037,name,LANJA,LANJA (RATNAGIRI)
Modified,04037,address.city,LANJA,LANJA (RATNAGIRI)
Modified,00866,address.line1,"SADBHAVAN BHAWAN, TRAINING CENTRE, ARAJI NO: 122","SADBHAWANA BHAWAN, TRAINING CENTRE, ARAJI NO: 122"
Modified,03380,name,CHAS,CHAS (BOKARO)
Modified,03380,address.city,CHAS,CHAS (BOKARO)
Modified,03409,name,AONLA,AONLA (BAREILLY)
Modified,03409,address.city,AONLA,AONLA (BAREILLY)
Modified,04656,address.line1,VARDANI BHAWAN,"H NO: 967, VARDANI BHAWAN"
Modified,02598,address.line1,SUKH SHANTI ANUBHUTI BHAWAN,"SUKH SHANTI ANUBHUTI BHAWAN, GATA NO: 1290"
Modified,02598,mobile,"9838887407, 9455158454","9838887407, 9455158454, 7905217848"
Modified,03864,name,DEOLI,DEOLI (WARDHA)
Modified,03864,address.city,DEOLI,DEOLI (WARDHA)
Modified,01471,contact,07183- 234416,
Modified,01004,address.line2,"PO: GANDHI NAGAR, NSI-37","PO: GANDHI NAGAR, NHI-37"
Modified,01647,name,ORAI,ORAI (JALAUN)
Modified,01647,address.city,ORAI,ORAI (JALAUN)
Modified,00792,name,SUNAM,SUNAM (SANGRUR)
Modified,00792,address.city,SUNAM,SUNAM (SANGRUR)
Modified,03740,name,RASRA,RASRA (BALLIA)
Modified,03740,address.city,RASRA,RASRA (BALLIA)
Modified,03740,address.line1,PRABHU CHINTAN BHAWAN,"H.NO:121, PRABHU CHINTAN BHAWAN"
Modified,04179,section,02822,02553
Modified,01582,name,NOHAR,NOHAR (HANUMANGARH)
Modified,01582,address.city,NOHAR,NOHAR (HANUMANGARH)
Modified,04847,name,UTTUR,UTTUR (KOLHAPUR)
Modified,04048,coords,"['23.4089070000', '78.2215590000']","['23.4093800000', '78.2336860000']"
Modified,04048,address.line3,WARD NO-9,GAIRATGANJ
Modified,04048,address.line1,"NEAR OLD CENTRAL BANK, MARKET","KHASRA NO:39/1/2, KANHA RESIDENCY"
Modified,04048,address.line2,GANDHI CHABUTRA,DHANGAWA ROAD
Modified,04048,email,,gairatganj@bkivv.org
Modified,04048,mobile,"9755333294,7566119666",6265456939
Modified,03704,address.line1,SOLANKI BHAWAN,"H.NO:18, SOLANKI BHAWAN"
Modified,04071,name,GADH,GADH (BANASKANTHA)
Modified,04071,address.city,GADH,GADH (BANASKANTHA)
Modified,01193,contact,"08577- 221222, 201440",
Modified,01193,name,PUTTUR,PUTTUR (AP)
Modified,01193,address.line1,VISHWA DARSHAN BHAWAN,"VISHWA DARSHAN BHAWAN, H.NO.220"
Modified,03661,contact,07752-359809,07752- 359809
Modified,02363,mobile,9957475348,
Modified,05043,address.line1,BHAGYA VIDHATA BHAWAN,"BHAGYA VIDHATA BHAWAN, KHASRA NO: 960/2/K, 960/3, 961/8"
Modified,00252,name,HARIJ,HARIJ (PATAN)
Modified,00252,address.city,HARIJ,HARIJ (PATAN)
Modified,01629,address.line2,"NEAR BADHPUR AVAS VIKAS, TEELA MASENI","NEAR BADHPUR AVAS VIKAS, TEELA MASENI ROAD"
Modified,01629,mobile,"9451788023, 7607615839",9451788023
Modified,00349,contact,07412-233835,
Modified,00642,contact,"022-25617393, 25646096",
Modified,00642,mobile,9869125530,"9869125530, 7977984052"
Modified,01950,name,AKLUJ,AKLUJ (SOLAPUR)
Modified,01950,address.city,AKLUJ,AKLUJ (SOLAPUR)
Modified,04166,coords,"['17.7093379000', '74.3214456000']","['17.7102550000', '74.3227020000']"
Modified,04166,address.line3,TAL: KHATAV,"BHAVANI NAGAR, PUSEGAON, TAL: KHATAV"
Modified,04166,address.line1,"H NO: 555, GOPAL NIWAS",GAT NO: 442
Modified,04166,address.line2,"DAHIWADI ROAD, NEAR BHARAT GAS OFFICE","DAHIWADI ROAD, NEAR JAL SHUDDIKARAN KENDRA"
Modified,04166,mobile,"9657346626,  8329572676","8329572676, 7588378520"
Modified,02012,district,Ahmednagar,AHILYANAGAR
Modified,02012,name,AKOLE,AKOLE (AHILYANAGAR)
Modified,02012,address.city,AKOLE,AKOLE (AHILYANAGAR)
Modified,00558,contact,0721-2574397,
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,00643,name,MUMBAI,MUMBAI NEPEAN SEA ROAD
Modified,01154,name,TILDA,TILDA (RAIPUR)
Modified,01154,address.city,TILDA,TILDA (RAIPUR)
Modified,01154,address.line1,"GYAN JYOTI, 2ND LANE","H.NO:770/17, GYAN JYOTI, 2ND LANE"
Modified,01406,name,MUMBAI MIRA ROAD,MUMBAI MIRA ROAD SHANTI PARK
Modified,01406,mobile,9870500533,"9870500533, 9167995265"
Modified,01406,section,02267,01406
Modified,02994,address.line1,"A-4, ASTHAN PLAZA","FLAT NO: A-4, ASTHAN PLAZA"
Modified,04088,email,,bksuryavihar.bhi@bkivv.org
Modified,01124,address.line2,"NEAR RADHA KRISHNA TEMPLE, WARD NO: 36/32","NEAR RADHA KRISHNA TEMPLE, WARD NO: 46"
Modified,01447,name,SAKRI,SAKRI (DHULE)
Modified,01447,address.city,SAKRI,SAKRI (DHULE)
Modified,00320,contact,07722-237909,
Modified,00320,mobile,"9425215019, 9993294712","9131323971, 9993294712"
Modified,04664,name,VADUJ,VADUJ (SATARA)
Modified,04664,address.city,VADUJ,VADUJ (SATARA)
Modified,04664,address.line1,PRABHU VARDAN,"NO: 72/3/1-A/39, PRABHU VARDAN"
Modified,01714,contact,02181- 220403,
Modified,01513,name,INDRI,INDRI (KARNAL)
Modified,01513,address.city,INDRI,INDRI (KARNAL)
Modified,05280,name,KONCH,KONCH (JALAUN)
Modified,05280,address.line3,,SUBHASH NAGAR
Modified,05280,address.city,KONCH,KONCH (JALAUN)
Modified,05280,address.line1,NEAR NASIR FILLING STATION,H.NO: 464
Modified,05280,address.line2,SUBHASH NAGAR,NEAR NASIR FILLING STATION
Modified,00902,name,MAU,MAU (UP)
Modified,05174,name,THOL,THOL (KURUKSHETRA)
Modified,05174,address.city,THOL,THOL (KURUKSHETRA)
Modified,02516,contact,05882-254041,
Modified,02516,mobile,8445788600,"8445788600, 9927310753"
Modified,04087,email,,nawagarh@bkivv.org
Modified,05545,name,PADRAUNA  ,PADRAUNA
Modified,03802,mobile,"9431746382, 7903034718",7903034718
Modified,02384,contact,0285- 2683103,
Modified,02384,coords,"['21.4416900000', '70.6002698000']","['21.4417600000', '70.5989600000']"
Modified,02384,address.line3,STREET NO: 1,STREET NO: 2
Modified,02384,address.line1,PLOT NO: 680,"ATAM DARSHAN BHAVAN, BILNATH SHERI"
Modified,02384,address.line2,STATION PLOT,"BESIDE PATEL SAMAJ, STATION PLOT"
Modified,02384,mobile,"9979712611, 9265648446","9265648446, 9979712611"
Modified,01457,contact,01503- 223055,
Modified,05163,coords,"['29.9557020000', '76.8722230000']","['29.9562960000', '76.8726550000']"
Modified,05163,address.line1,"H NO: 1809, HOUSING BOARD COLONY","H NO: 1817, HOUSING BOARD COLONY"
Modified,05163,address.line2,"POWER GRID ROAD, SECTOR 8","NEAR PARK, SECTOR 8"
Modified,00957,name,DIBAI,DIBAI (BULANDSHAHR)
Modified,00957,address.city,DIBAI,DIBAI (BULANDSHAHR)
Modified,00578,contact,02586-202122,
Modified,00578,mobile,"9637749775, 9373071918","9637749775, 7057688171"
Modified,01412,contact,0712-2556890,
Modified,01412,name,NAGPUR DHARAMPETH,NAGPUR GOKULPETH
Modified,01412,coords,"['21.1386654000', '79.0602771000']","['21.1434680000', '79.0589500000']"
Modified,01412,address.line3,"LAXMI BHAWAN CHOWK, DHARAMPETH",GOKULPETH MARKET
Modified,01412,address.line1,"205, GUPTA BHAWAN","H.NO: 187, FLAT NO B2, 2ND FLOOR"
Modified,01412,address.line2,WEST HIGH COURT ROAD,"RADHA KRISHNA APARTMENT, NEAR KUMAR BAKERY"
Modified,01412,mobile,8766507634,"8208856295, 9922372594"
Modified,03211,contact,05523- 222145,
Modified,03211,mobile,9451563480,"9451563480, 9260913597"
Modified,01012,name,DIPHU,DIPHU (KARBI ANGLONG)
Modified,01012,address.city,DIPHU,DIPHU (KARBI ANGLONG)
Modified,01484,name,WAI,WAI (SATARA)
Modified,01484,address.city,WAI,WAI (SATARA)
Modified,04469,mobile,9084589794,"9084589794, 8006614258"
Modified,00925,name,SIDHI,SIDHI (MP)
Modified,00925,address.city,SIDHI,SIDHI (MP)
