ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,00712,address.line2,BEHIND B.D.O. OFFICE,"NEAR COMMUNITY CENTRE, MODEL TOWN"
Modified,00712,address.line1,"H.NO: 303, MODEL TOWN, PWD REST HOUSE","H.NO: 211, SUKH SHANTI BHAWAN"
Modified,00712,contact,01669- 242660,
Modified,02261,mobile,"9826026544, 8989740799",9826026544
Modified,02261,address.line1,DIVYA TAPASYA BHAWAN,"S.NO: 681, DIVYA TAPASYA BHAWAN"
Modified,05021,coords,"['26.1466750000', '85.8982610000']","['26.1449790000', '85.9061000000']"
Modified,05021,mobile,7488327235,"7488327235, 9708470914"
Modified,05021,address.line3,POST: LALBAG,"DONAR, POST: LALBAGH"
Modified,05021,address.line2,"KOTWALI CHOWK, NAKA NO-5","BATHIYARISARAI, WARD NO-17"
Modified,05021,address.line1,BESIDE UMA CINEMA,BESIDE KALPANA OXYGEN GAS AGENCY
Modified,03121,coords,"['19.9681610000', '84.7784630000']","['19.9689510000', '84.7783370000']"
Modified,03121,mobile,"7381611162, 9777646727",8117090221
Modified,03121,address.line3,,JAGANNATH PRASAD
Modified,03121,address.line2,,KARAN STREET
Modified,03121,address.line1,MAIN ROAD,"H.NO: T3H-19-X/17-11-25, PRABHU VARDAN BHAWAN"
Modified,03121,contact,"6802-233113, 233404",
Modified,03572,coords,"['22.7008978000', '75.8392671000']","['22.6981710000', '75.8352100000']"
Modified,03572,mobile,7697476693,"7697476693, 9926530928"
Modified,03572,address.line2,NEAR SRI RAMSHARNAM TEMPLE,"NEAR POONAM JEWELLER, USHA NAGAR EXTENSION"
Modified,03572,address.line1,"H.NO: 342, USHA NAGAR EXTENTION","H.NO: 303A, G2, SHIVAM BUILDING"
Modified,04068,address.line1,BETWEEN POST OFFICE & SBI BANK,"H.NO: 023/29, BETWEEN POST OFFICE & SBI BANK"
Modified,03369,mobile,"9264157728, 8757146801",9065391977
Modified,03369,contact,-,
Modified,00996,contact,06254- 243703,
Modified,03543,address.line3,"JAIPUR ROAD, PURNA BAZAR","JITPUR ROAD, PURNA BAZAR"
Modified,03060,coords,"['24.4995150000', '86.6781090000']","['24.4917030000', '86.7068420000']"
Modified,03060,mobile,"9142530884, 8935989724","8210317108, 8935989724"
Modified,03060,address.line3,"NANDAN PAHAR ROAD, CIVIL LINES",DEOGARH
Modified,03060,address.line2,NEAR HANUMAN MANDIR,"DHANUK TOLA, WARD NO: 23"
Modified,03060,address.line1,PLOT NO: 24 AND 127,"PLOT NO: 138, ANANDA BHAWAN"
Modified,01687,address.line2,NEAR SWASTI HOSPITAL,"NEAR SWASTI HOSPITAL,GOBINDHA KAKATI PATH"
Modified,02725,contact,07432- 231123,
Modified,05560,mobile,"8789659949, 8102553990",8987210124
Modified,05308,coords,"['23.1581480000', '79.8014430000']","['23.1552950000', '79.8039340000']"
Modified,05308,mobile,9039996377,7477011624
Modified,05308,address.line2,NEAR STATION ROAD,NEAR SUNSHINE HOTEL
Modified,05308,address.line1,H NO: 117,MAI KI BAGIYA
Modified,05249,coords,"['26.1711100000', '85.8897700000']","['26.1750260000', '85.8897410000']"
Modified,05249,mobile,"8709972297, 8340592131",8709972297
Modified,05249,address.line3,"RUHELAGANJ, KADIRABAD","SUNDARPUR, KADIRABAD"
Modified,05249,address.line2,BESIDE GYANSARITA PUBLIC SCHOOL,"M.G COLLEGE ROAD, BAPU CHAUK"
Modified,05249,address.line1,H NO: 312,H NO: 211
Modified,01061,mobile,9435724378,8638339856
Modified,01061,contact,03842-262064,
Modified,00172,address.line1,H.NO: 2000,"H.NO: 2000, DIVYA DARPAN BHAVAN"
Modified,00172,contact,03672- 223433,
Modified,05173,mobile,9748482916,"8777575913, 9748482916"
Modified,05173,name,MADANPUR,MADANPUR KALYANI ROAD
Modified,03782,mobile,8763689014,"8763689014, 8249871368"
Modified,00332,contact,07432-231123,
Modified,04432,coords,"['25.5898260000', '85.1789440000']","['25.5862520000', '85.1743770000']"
Modified,04432,name,PATNA BHAGWAT NAGAR,PATNA BAHADURPUR
Modified,04432,address.line3,"BHAGWAT NAGAR, KUMHRAR",OPP: SHRINIWAS TOWER (BYPASS)
Modified,04432,address.line2,"KISHOR PATH, NEAR PATALIPUTRA HOSPITAL",BAHADURPUR HOUSING COLONY
Modified,04432,address.line1,"H/O: NAVIN KUMAR, ANUPAMA INDANE GAS AGENCY","H/O: 6H/58, 1ST FLOOR, BEHIND SAMFORD HOSPITAL"
Modified,90007,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,04109,coords,"['27.2359144000', '78.6530254000']","['27.2395360000', '78.6513800000']"
Modified,04109,address.line3,"PURANA GHIRORE ROAD, MAIN CHAURAHA",ETAH ROAD
Modified,04109,address.line2,NEAR TATA INDICOM TOWER,"ARELPURA MOHALLA, NEAR VANKHANDESHWAR MANDIR"
Modified,04109,address.line1,"H.NO: 41, MOHALLA: GADIVAN",MAHADEV NAGAR
Modified,04603,mobile,"7854884495, 8328962326",7854884495
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,01059,mobile,"7903118023, 7405913220",7903118023
Modified,01059,address.line1,SHIV SHAKTI BHAWAN,"PLOT NO: 53,54, SHIV SHAKTI BHAWAN"
Modified,90001,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,01066,mobile,"9401349161, 7577907317",8638502697
Modified,01066,contact,03752- 242955,
Modified,01066,email,,bknorthlakhimpur@bkivv.org
Modified,01043,contact,03678- 240920,
Modified,05054,coords,"['20.2320152000', '85.7633979000']","['20.2405420000', '85.7738500000']"
Modified,05054,address.line2,NEAR JANA SEVAKENDRA,"LANE 8, AIIMS NAGAR"
Modified,05054,address.line1,"MALLIK SAHI, BALUNKESWAR ROAD","PLOT NO: 266(A), 2ND FLOOR"
Modified,03681,mobile,9854976641,8723894326
Modified,03068,coords,"['25.3666878000', '86.4780207000']","['25.3672050000', '86.4774670000']"
Modified,03068,mobile,"8540065261,8434086773","8540065261, 7631539903"
Modified,03068,address.line3,WARD NO: 35,WARD NO: 34
Modified,03068,address.line2,"SHASTRI NAGAR, KONARK ROAD","NEAR HONDA GODOWN, KONARK ROAD"
Modified,03068,address.line1,"MC: 227, NEAR DHARM KATA",SHIVA JYOTI BHAWAN
Modified,00139,contact,03220- 258909,
Modified,04243,coords,"['26.9537540000', '84.5390470000']","['26.9557230000', '84.5375680000']"
Modified,04243,mobile,"7739924310,  9430986410","7739924310, 7903864824"
Modified,04243,address.line2,"MITHA HATA, WARD NO: 4","NEAR UTKRISH KANYA RAJKIYA MADHYA VIDYALAYA, WARD NO: 3"
Modified,04243,address.line1,NEAR DURGA MANDIR,SHANTI ANUBHUTI BHAWAN
Modified,04243,email,,chanpatia@bkivv.org
Modified,01026,address.line3,RAJPUTANA TOLA,"WARD NO:2, JANKI MANDIR ROAD"
Modified,01026,address.line2,NEAR BABA POKHAR BRAHMA STHAN,"NEAR BABA POKHAR BRAHMA STHAN, RAJPUTANA TOLA"
Modified,01026,address.line1,"PARAMATMA SMRITI BHAWAN, WARD NO:2","KHASRA NO: 3710, PARAMATMA SMRITI BHAWAN"
Modified,01026,contact,06246- 222952,
Modified,03801,coords,"['21.7610088000', '85.9722087000']","['21.7570880000', '85.9681310000']"
Modified,03801,mobile,"9438788766, 8658255921","8658255921, 9438788766"
Modified,03801,address.line3,WARD NO: 10,"WARD NO: 12, KARANJIA"
Modified,03801,address.line2,PWD ROAD,AMBIKA MANDIR LANE
Modified,02695,coords,"['20.2585250000', '85.7776646000']","['20.2579770000', '85.7861770000']"
Modified,02695,mobile,"9437778550, 9439627977","9437778550, 8249116853"
Modified,02695,address.line3,KOLATHIA KHANDAGIRI,KHANDAGIRI
Modified,02695,address.line2,"NEAR AMRI HOSPITAL, LANE-13",BACK SIDE OF BARBHUJA MALL
Modified,02695,address.line1,"HIG-1-34, SATYASAI ENCLAVE",PLOT NO 16/1205
Modified,01037,contact,03674- 255014,
Modified,00929,mobile,"9760346001, 7248893353",6398589315
