ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,04704,address.line1,SHIV SHAKTI SAROVAR,"H NO: 11, SHIV SHAKTI SAROVAR"
Modified,04521,address.line2,"BHIMGARH ROAD, KHAIRA PALARI","BHIMGARH ROAD, WARD NO-5, KHAIRA PALARI"
Modified,04521,address.line1,SHIVANJALI BHAWAN,"H NO: 217, SHIVANJALI BHAWAN"
Modified,05435,mobile,"9309934583, 9766993420","9309934583, 9079298181"
Modified,05435,coords,"['21.0337170000', '74.8093220000']","['21.0313460000', '74.8111220000']"
Modified,05435,address.line2,BORSE GALLI,BAJAR PETH
Modified,05435,address.line1,HOUSE NO: 811,JHANDA CHAUK
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,05720,mobile,"9833512922,8955893570",9928097712
Modified,00915,mobile,"8319495563, 8319371377","8319371377, 8319495563"
Modified,04680,address.line2,"BEHIND NARMADA MEDICAL, BARAPATHAR","BEHIND NARMADA MEDICAL, WARD NO-11, BARAPATHAR"
Modified,04680,address.line1,BRAHMA KUMARIS,"BRAHMA KUMARIS, H NO: 211"
Modified,02912,address.line2,NEAR STATION,NEAR BADSHAHPUR STATION ROAD
Modified,02912,address.line1,"DIVYA PRAKASH, 150/A","DIVYA PRAKASH, H NO: 150/A"
Modified,02912,address.line3,PAKDI,TAL: MACHHALI SHAHAR
Modified,04830,mobile,"8319247113, 8319495563","8319495563, 8319247113"
Modified,04114,email,,koregaon@bkivv.org
Modified,04961,mobile,"7204467726, 9481004044",9019068208
