ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,04452,address.line2,"VARPADA MOHALLA, NEAR RAM MANDIR",KHIDKI MOHALLA
Modified,04452,address.line1,H NO: 51,BRAHMA KUMARIS
Modified,04452,mobile,9414006054,"9414006054, 7023662843"
Modified,04452,coords,"['27.0352520000', '77.0539210000']","['27.0374370000', '77.0520590000']"
Modified,02750,contact,08677-225088,
Modified,02750,mobile,8143789331,"9550175344, 8639844822"
Modified,05361,address.line3,TAL: THULLURU,THULLURU MANDAL
Modified,03629,address.line3,NEAR GOVT. HOSPITAL,
Modified,03629,address.line2,"SUBHAM STORE, POST OFIICE ROAD","POST OFIICE ROAD, NEAR GOVT. HOSPITAL"
Modified,03629,address.line1,"H.NO: 278, HOUSE OF MANTU AGARWAL","H.NO: 278, SUBHAM STORE"
Modified,03629,name,BISRA,BISRA (SUNDARGARH)
Modified,01709,address.line3,,INDIRA NAGAR
Modified,01709,address.line2,,NEAR WATER TANK
Modified,01709,address.line1,INDIRA NAGAR,PLOT NO: 1156
Modified,01709,contact,0836- 2385555,
Modified,00418,contact,"2382-200097, 200813",2382-200097
Modified,01817,address.line3,BRAHMA KUMARIS ROAD,
Modified,01817,address.line2,NEAR DARGA,"NEAR DARGA, BRAHMA KUMARIS ROAD"
Modified,01817,address.line1,H NO: 3746 HL,"H NO: 3746 HL, 'SHIVADHYAN MANDIR'"
Modified,01817,contact,08399- 240591,
Modified,01817,district,BALLARI,VIJAYANAGARA
Modified,01817,mobile,"9686719425, 9986232589",7338599925
Modified,01817,district_id,175,5359
Modified,04052,address.line3,"BIBVEWADI, NEAR UMASHANKAR SOCIETY",BIBVEWADI
Modified,04052,name,PUNE UMASHANKAR SOCIETY,PUNE KOHINOOR JEEVA SOCIETY
Modified,00231,address.line3,MAKARPURA ROAD,
Modified,00231,address.line2,OPP. BARODA DAIRY,"OPP. BARODA DAIRY, MAKARPURA ROAD"
Modified,00231,address.line1,"""PRABHU MILAN"", 9, PUSHPAK SOCIETY","PRABHU MILAN, H.NO: 9, PUSHPAK SOCIETY"
Modified,00231,contact,0265-2652289,
Modified,00231,email,dairy.brd@bkivv.org,makarpuraroad.brd@bkivv.org
Modified,00355,mobile,"9008047070, 9482302794",9008047070
Modified,03750,address.line2,"BHAGVATI SOCIETY-2, RETLAV",BHAGVATI SOCIETY-2
Modified,02953,contact,0261-2256151,
Modified,02953,mobile,"9601551417, 9879854534",9601551417
Modified,04047,address.line3,"TEHSIL ROAD, WARD NO: 10","WARD NO: 8 , SAHAJANWA"
Modified,04047,address.line2,PIPRA GHANSHYAM NAGARI,"TEHSIL ROAD, KESHAVPUR"
Modified,04047,address.line1,"H.NO: 52, NEAR POST OFFICE",GULZAR UPWAN BHAWAN
Modified,04047,mobile,9532178426,"8840063156, 9532178426"
Modified,04047,coords,"['26.7566680000', '83.2133230000']","['26.7599000000', '83.2190600000']"
Modified,02026,contact,040- 27506037,
Modified,02824,address.line2,IIIRD CROSS,III RD CROSS
Modified,02824,email,,kurugodu@bkivv.org
Modified,03439,address.line3,,MANJESHWAR
Modified,03439,address.line2,HOSANGADI JUNCTION,"HOSANGADI JUNCTION, NEAR RAJDHANI JEWELLERY"
Modified,03439,address.line1,"H.NO: 10/445D, NAVEEN QUARTERS",BRAHMA KUMARIS
Modified,03439,coords,"['12.7066013000', '74.9038384000']","['12.7066970000', '74.9037390000']"
Modified,01821,address.line3,GUDEKOTE ROAD,
Modified,01821,address.line2,BAPUJI NAGAR,"BAPUJI NAGAR, GUDEKOTE ROAD"
Modified,01821,district,BALLARI,VIJAYANAGARA
Modified,01821,district_id,175,5359
Modified,00200,contact,079-27665294,
Modified,00200,mobile,9427712039,"9427712039, 9913046293"
Modified,00477,contact,08224- 359887,
Modified,05522,name,BLOTU,BLOTU (MANDI)
Modified,02596,contact,0821- 2520737,
Modified,02596,mobile,"8209756898, 9900358413",8209756898
Modified,01644,address.line3,"INSTITUTIONAL AREA, GOMATI NAGAR",GOMATI NAGAR ROAD
Modified,01644,address.line2,VIPUL KHAND- 6,"VIPUL KHAND- 6, INSTITUTIONAL AREA"
Modified,01644,address.line1,ATAM CHINTAN BHAWAN,"ATAM CHINTAN BHAWAN, H NO: VIP 1-4"
Modified,05123,address.line2,KUPPICHIPALAYAM ROAD,"PIONEER COLLEGE ROAD, JOTHIPURAM"
Modified,05123,address.line1,"NO: 31-B, JADAL NAIDU STREET","NO: 21, GYANAMRIT BHAWAN"
Modified,05123,contact,0422-2695532,
Modified,05123,mobile,"8838109925, 9442919532",9442919532
Modified,05123,email,,periyanaickenpalayam.cbe@bkivv.org
Modified,05123,coords,"['11.1548490000', '76.9476080000']","['11.1647530000', '76.9470710000']"
Modified,04538,address.line2,NEAR DHADDALAMMA TEMPLE,"VASAVI NAGAR, NEAR LOYOLA JUNIOR COLLEGE"
Modified,04538,address.line1,H NO: 4-602,H NO: 4-1254
Modified,04538,mobile,"9493237318, 7780122987",9493237318
Modified,04538,name,DARSI,DARSI (PRAKASAM)
Modified,04538,email,,darsi@bkivv.org
Modified,04538,coords,"['15.7651532000', '79.6782431000']","['15.7653340000', '79.6766750000']"
Modified,02835,contact,08654-225353,
Modified,00867,mobile,"9453983066, 9839219024","9450741068, 7839050842"
Modified,05332,address.line3,TAL: KADINI,TAL: KADIRI
Modified,05332,district,ANANTAPUR,Sri Sathya Sai
Modified,05332,district_id,7,7791
Modified,03739,address.line3,"WADRAF NAGAR ROAD, WARD NO-6",NEAR PETROL PUMP
Modified,03739,address.line2,THANA CHOWK,"KHADGAWA ROAD, WARD NO : 13"
Modified,03739,address.line1,H.NO: 62,SATSANG BHAWAN
Modified,03739,mobile,9977567326,6267189342
Modified,03739,coords,"['23.4862770000', '83.2004980000']","['23.4762990000', '83.2115010000']"
Modified,01713,contact,08257- 234388,
Modified,02222,contact,08554-250408,
Modified,02222,district,ANANTAPUR,ANANTAPURAMU
Modified,03266,mobile,9353835578,9347674933
Modified,05089,address.line1,"H NO: 33, SAI KRUPA SOCIETY","H NO: 49, MATHURA NAGARI"
Modified,05089,contact, ,
Modified,05089,email,,palanpurgam.srt@bkivv.org
Modified,05089,coords,"['21.2064760000', '72.7695240000']","['21.2065100000', '72.7710900000']"
Modified,03267,mobile,8026535175,8971800438
Modified,01733,contact,01905-241382,
Modified,01733,mobile,9459188665,"9459188665, 8629884773, 7018786165"
Modified,01396,contact,08452- 222360,
Modified,01396,name,MEDAK,MEDAK (TS)
Modified,90001,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,05467,address.line3,MUKUNDA NAGAR,SHARADA COLONY
Modified,05467,address.line2,"RAILWAY STATION BACK ROAD, SHARADA COLONY",RAILWAY STATION BACK ROAD
Modified,05467,name,VIJAYAPURA MUKUNDA NAGAR,VIJAYAPURA SHARADA COLONY
Modified,00369,contact,02327- 263967,
Modified,04843,mobile,9428919639,"9428919639, 9106881244"
Modified,02385,address.line1,NAVCHETAN BHAWAN,SHIV VARDANI BHAWAN
Modified,03589,address.line3,SUBHASH CHOWK,WARD NO : 16
Modified,03589,address.line2,NEAR P.W.D.REST HOUSE,"TEENPOKHARIYA, NEAR JP INTER COLLEGE"
Modified,03589,address.line1,H.NO: 22,PRABHU UPWAN BHAWAN
Modified,03589,mobile,9621859542,"9455042719, 8840578209"
Modified,03589,coords,"['26.9284499000', '83.7078841000']","['26.9178370000', '83.7103090000']"
Modified,02987,contact,08710-233443,
Modified,02139,address.line2,"SUGAR FACTORY, SANGLI MADHAV NAGAR RD","VASANT DADA SUGAR FACTORY, SANGLI MADHAV NAGAR ROAD"
Modified,02139,mobile,,9325167363
Modified,02139,email,,marketyard.sli@bkivv.org
Modified,01382,address.line3,BABU CAM,BABU CAMP
Modified,01382,contact,08744-246262,
Modified,00618,address.line1,"'SADBHAWANA KALAMANDIR', D.NO: 11-681-1","SADBHAWANA KALAMANDIR, D.NO: 11-681-1"
Modified,00618,contact,08672-230675,
Modified,02920,name,OAL,OAL (MATHURA)
Modified,01163,contact,08333-266215,
Modified,01163,mobile,8762746927,9482488830
Modified,01909,address.line1,SHANTI KUNJ,"SHANTI KUNJ, H.NO: 29"
Modified,01909,contact,01923- 246921,
Modified,01909,mobile,"9797507206, 9796407206","9797507206, 9682199517"
Modified,01166,address.line3,TAL: SOUDATTI,TAL: YADAGATTI
Modified,01166,address.line2,BAGALKOT ROAD,"BAGALKOT ROAD, MAHANTESH NAGAR"
Modified,01166,contact,08337-254270,
Modified,01166,email,,yaragatti@bkivv.org
Modified,01478,contact,0866-2441949,
Modified,04149,mobile,"8374211225, 9493029726",9110798601
Modified,02746,address.line1,SUKH SHANTI BHAWAN,"KHASRA NO: 1506(2-19), SUKH SHANTI BHAWAN"
Modified,00232,address.line1,"10, MANGALWADI","H.NO:10, MANGALWADI"
Modified,01352,address.line1,"'RAJYOGA BHAWAN', D.NO: 5-92-42/9","RAJYOGA BHAWAN, D.NO: 5-92-42/9"
Modified,01352,contact,0863-2234361,
Modified,03214,mobile,"9538345356, 8310784208","8310784208, 9538345356"
Modified,02184,district,ANANTAPUR,Sri Sathya Sai
Modified,02184,district_id,7,7791
Modified,02887,contact,08512-238401,
Modified,02887,mobile,"8333802253, 8639931291, 9652941341","9652941341, 9490821463"
Modified,05224,address.line3,KILLA-PARDI,KILLA-PARDI ROAD
Modified,05224,email,,chival@bkivv.org
Modified,04885,address.line3,"GATE NO-3, KATARGAM, AMBA TALAVADI","MAIN ROAD, KATARGAM, AMBA TALAVADI"
Modified,04885,address.line2,NEAR D.D.RADADIYA VIDHYALAYA,"NEAR D.D.RADADIYA VIDHYALAYA, GATE NO-1,"
Modified,04885,address.line1,"H NO: 57, PRABHU PRASAD, OMPARK SOCIETY","H NO: 57, PRABHU PRASAD BHAWAN, OMPARK SOCIETY"
Modified,04885,email,,ambatalavadi.srt@bkivv.org
Modified,00214,mobile,9427109311,"9427109311, 9712137409"
Modified,02780,email,olpad@Bkivv.org,olpad@bkivv.org
Modified,03195,mobile,7829421690,9740672225
Modified,00442,address.line2,"BEHIND URWA POLICE STATION, GANAPATI TEMPLE RD","BEHIND URWA POLICE STATION, GANAPATI TEMPLE ROAD"
Modified,00442,mobile,"9880725939, 9008150810",9880725939
Modified,03143,section,01235,01247
Modified,03143,mobile,9164883006,9902333272
Modified,03143,email,,badiadka@bkivv.org
Modified,00898,address.line3,NISHAT GANJ (PARAG MILK BAR),
Modified,00898,address.line2,NEAR GURUDWAR ROAD,"GURUDWAR ROAD, NISHAT GANJ (PARAG MILK BAR)"
Modified,00898,mobile,8853215759,"9451033954, 9450772970"
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,04220,address.line2,9-MANIBAG SOCIETY-2,"PLOT NO:9, MANIBAG SOCIETY-2"
Modified,04220,mobile,"9601319966,  9426812655","9601319966, 9426812655"
Modified,00262,address.line1,GYAN GANGA BHAWAN,"GYAN GANGA BHAWAN, 6741/A/F/PLOT NO-2"
Modified,03705,address.line1,"H NO: 638, HOUSE OF SANDEEP JAYPAL WALVEKAR","H NO: 638, H/O: SANDEEP JAYPAL WALVEKAR"
Modified,03705,contact,02346-237111,
Modified,90007,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,01922,address.line2,"SULKAI ROAD, SULKAI PARK","SULKAI ROAD, SULKAI PARK, HANMANT NAGAR"
Modified,01922,mobile,"8767406493, 8956249675","8767406493, 9209427731"
Modified,01922,name,VITA,VITA (SANGLI)
Modified,00441,mobile,"9972663611, 9880414536","9972663611, 7975406195"
Modified,01305,district,ANANTAPUR,Sri Sathya Sai
Modified,01305,district_id,7,7791
Modified,01100,address.line2,"17, RANCHHOD NAGAR, KUWADAVA ROAD","STREET NO: 17, RANCHHOD NAGAR, KUWADAVA ROAD"
Modified,01100,contact,0281-2477988,
Modified,01100,mobile,"9638867978,9913744809","9638867978, 9913744809"
Modified,03598,address.line3,MANGALWAR PETH,WARD NO: 8
Modified,03598,address.line2,"HOUSE OF DOMBE, BASWESHWAR TEMPLE ROAD","GHATGEWADI ROAD, NEAR JATH HIGH SCHOOL"
Modified,03598,address.line1,BASWESHWAR BHAWAN,DHANESHWARI BUILDING
Modified,03598,contact,02344- 246115,
Modified,03598,name,JATH,JATH (SANGLI)
Modified,03598,email,,jath@bkivv.org
Modified,03598,coords,"['17.0470299000', '75.2196549000']","['17.0438610000', '75.2145780000']"
Modified,00621,address.line2,SPHURTI CHOWK,"SPHURTI CHOWK, NEAR PATHAK HOSPITAL"
Modified,00621,address.line1,"CITY SURVEY NO: 3852, LAXMI SADAN","CITY SURVEY NO: 3852, LAXMI SADAN, 2ND FLOOR"
Modified,00621,name,MIRAJ,MIRAJ (SANGLI)
Modified,05060,address.line3,"NR. GOVT. KANYA VIDHYALAY, TAL: PETLAD","VALETVA, TAL: NADIAD"
Modified,05060,address.line2,REVANDAS NI KHADKI,"LAXMI PURA ROAD, OPP: MANKAMESHWAR MAHADEV TEMPLE"
Modified,05060,address.line1,"H NO: 1320, HARI-OM",SHIVA SHARNAM
Modified,05060,email,,changa@bkivv.org
Modified,05060,coords,"['22.5913550000', '72.7992030000']","['22.6041980000', '72.8280940000']"
Modified,03841,section,00362,03841
Modified,00370,contact,08359-225736,
Modified,00370,mobile,9449304095,"9449304095, 9740791246"
Modified,01710,contact,08254-251107,
Modified,02216,address.line2,,"RAILWAY STATION ROAD, REVENUE WARD NO-16"
Modified,02216,address.line1,RAILWAY STATION ROAD,"H NO: 16-4-510/15, KANEKAL ROAD"
Modified,02216,contact,08495-252215,
Modified,02216,district,ANANTAPUR,ANANTAPURAMU
Modified,00588,contact,08674-246444,
Modified,00588,mobile,"8125843431, 9247309555",8125843431
Modified,00679,address.line3,"MARKET YARD, TAL: MIRAJ","MARKET YARD ROAD, TAL: MIRAJ"
Modified,00679,mobile,"8412945557, 9325167363",8412945557
Modified,00984,contact,06822-211327,
Modified,00984,mobile,"9861056025, 9078857812",7008632174
Modified,00984,name,ASKA,ASKA (GANJAM)
Modified,00425,address.line1,"OM SHANTI BHAVAN, PLOT NO:1","OM SHANTI BHAVAN, H NO: 4-1-315/B"
Modified,03761,address.line2,NEAR YELLAMMA TEMPLE,YELLAMMA TEMPLE ROAD
Modified,02685,contact,04672- 2284556,
Modified,02685,email,,nileshwar@bkivv.org
Modified,04438,address.line3,"JARSHI CHOWK, TEH: PRATAPPUR","TAL: BHATGAON, JARHI"
Modified,04438,address.line2,"ABOVE AJAY DRESSES, AMBIKAPUR ROAD","SHAKTI NAGAR, NEAR HANUMAN MANDIR,WARD NO: 7"
Modified,04438,address.line1,"H NO:135/29, WARD NO-3",AECL QUARTER NO : 150
Modified,04438,mobile,"9575840776, 9425580347",9575840776
Modified,04438,name,JARHI,JARHI (SURAJPUR)
Modified,00372,address.line2,"NIGAPUR GALLI, NAGLING NAGAR","NINGAPUR GALLI, NAGLING NAGAR"
Modified,00372,address.line1,H/O: SHASHIKALA NARAYAN PATIL,"'SAI SNEH', H NO: 131/A-1-A, WARD NO-7"
Modified,00212,contact,079-27621454,
Modified,00212,email,,nirnaynagar.amd@bkivv.org
Modified,04157,mobile,"8197306366, 6363216841","6363216841, 9008636344"
Modified,01055,contact,0661-2475534,
Modified,05141,address.line1,MANMANABHAV,"MANMANABHAV, H NO: 907"
Modified,00371,address.line3,SABADE GALLI,TAL: JAMKHANDI
Modified,00371,address.line2,PRAKASH KUNJ,"PRAKASH KUNJ, SABADE GALLI"
Modified,00371,contact,08353- 220408,
Modified,02838,address.line3,DANAVAIPETA,"OFF: TTD ROAD, DANAVAIPETA"
Modified,02838,address.line2,"NEAR SKVT SCHOOL, OPP CHAITANYA HOMEO CLINIC","OPP: CHAITANYA HOMEO CLINIC, DR.RAJABABA HOSPITAL STREET"
Modified,02838,address.line1,D NO: 46-13-22,"D NO: 46-13-22, NEAR SKVT SCHOOL"
Modified,00291,contact,02667-222292,
Modified,00291,name,SAVLI,SAVLI (VADODARA)
Modified,01324,address.line3,BEHIND S.T. STAND,
Modified,01324,address.line2,"OM SHANTI COLONY, OLD GRAMIN ROAD","OM SHANTI COLONY, OLD GRAMIN ROAD, NEAR BUS STAND"
Modified,04882,mobile,"7999646988, 7049839706","7049839706, 7999646988"
Modified,01526,address.line1,RAJYOGA MEDITATION CENTRE,"KHASRA NO: 274/1,275/1,275/3/1, RAJYOGA MEDITATION CENTRE"
Modified,00380,contact,08330-222092,
Modified,01719,contact,040- 65304588,
Modified,01719,mobile,"9963577651, 7386178611","9963577651, 7670978224"
Modified,03450,address.line2,"GT-1, G.G.R.TOWERS, BANK CENTRE","GF-1, G.G.R.TOWERS, BANK CENTRE"
Modified,02187,contact,08718- 230828,
Modified,03261,address.line2,BEHIND APMC,"BEHIND APMC, RAIBAG ROAD"
Modified,03261,email,,harugeri@bkivv.org
Modified,01220,district,BALLARI,VIJAYANAGARA
Modified,01220,district_id,175,5359
Modified,01790,contact,0260-2374861,
Modified,01808,address.line3,NEAR HINDI PRACHAR MANDLI,
Modified,01808,address.line2,MAIN ROAD,"MAIN ROAD, NEAR HINDI PRACHAR MANDLI"
Modified,01808,mobile,"9491450809, 9491459583","9491459583, 9491450809"
Modified,01808,name,ALUR,ALUR (KURNOOL)
Modified,00035,contact,05644-225149,
Modified,00428,address.line1,"15/292/12, NEAR Y.M.K. HIGH SCHOOL","PLOT NO: 15/292/12, NEAR Y.M.K. HIGH SCHOOL"
Modified,00428,name,ADONI,ADONI (KURNOOL)
Modified,02319,address.line3," NEAR BUS STAND, JASPUR ROAD","NEAR BUS STAND, JASPUR ROAD"
Modified,02319,address.line2,"13/14, DWARKESH SOCIETY","PLOT NO: 13/14, DWARKESH SOCIETY"
Modified,02319,name,PADRA,PADRA (VADODARA)
Modified,01238,district,BALLARI,VIJAYANAGARA
Modified,01238,name,KOTTUR (BALLARI),KOTTUR (VIJAYANAGARA)
Modified,01238,district_id,175,5359
Modified,03149,mobile,9492778664,9036844404
Modified,01213,address.line1,H NO: 74-21P2,"H NO: 74-21P2, 'SHIVA SMRUTI'"
Modified,04966,address.line3,"BENIWAL PANA, TAL: MADLOUDA","WARD NO: 112, TAL: MADLOUDA"
Modified,04966,address.line2,NEAR SENIOR SECONDARY SCHOOL,"NEAR DADA KHEDA TEMPLE, KAVI PANA"
Modified,04966,address.line1,H NO: 1956,HOUSE OF KULDEEP DANDA
Modified,04966,mobile,"7206842902, 7015719110","7206842902, 8307293693"
Modified,04966,name,KAVI,KAVI (PANIPAT)
Modified,04966,email,,kavi@bkivv.org
Modified,04966,coords,"['29.4345010000', '76.7819230000']","['29.4337840000', '76.7784150000']"
Modified,02022,address.line3,NEAR OXFORD SCHOOL,
Modified,02022,address.line2,OPP: ANDHARA BANK LANE,OPP LANE TO ANDHRA BANK
Modified,02022,address.line1,"'TAPASYA DHAM', H.NO: 9-64/1","TAPASYA DHAM, H.NO: 9-64/1"
Modified,02022,contact,08649-254974,
Modified,04742,address.line3,YADAVA NAGAR,"BESIDE MUNNUR KAPU SANGAM, YADAVA NAGAR"
Modified,04742,address.line2,BESIDDE MUNNUR KAPU SANGAM,"BLOCK NO:9, SURVEY NO:134"
Modified,04742,address.line1,"BLOCK NO:9, SURVEY NO:134",GYANA SANJIVANI MUSEUM
Modified,02806,mobile,"9923919458, 9503695655",9923919458
Modified,02392,section,00367,03841
Modified,02434,mobile,8026674562,9481678205
Modified,00622,address.line1,'GYAN SURYA BHAWAN',GYAN SURYA BHAWAN
Modified,00622,contact,08689-242497,
Modified,00622,mobile,9440025597,"9440025597, 6281071614"
Modified,02847,mobile,8892082458,7302003204
Modified,05405,address.line3,"NEAR RAJEEV GANDHI CIRCLE, BHAGYANAGAR",BHAGYANAGAR
Modified,05405,address.line2,MAIN ROAD,NEAR RAJEEV GANDHI CIRCLE
Modified,05405,address.line1,H NO: 113/1,"H NO: 113/1, MAIN ROAD"
Modified,05405,mobile,"9449494463, 9448848987",9448848987
Modified,05401,mobile,"7577907317, 6003357924","8011157822, 8474839291"
Modified,03305,contact,08934- 224534,
Modified,02133,district,ANANTAPUR,Sri Sathya Sai
Modified,02133,district_id,7,7791
Modified,00911,contact,0542-2202647,
Modified,00911,mobile,9935343691,"9935343691, 9140407359"
Modified,03341,address.line1,"SHIVANUBHUTI BHAVAN, H NO: 23,24","SHIVANUBHUTI BHAVAN, PLOT NO: 23,24"
Modified,05189,address.line3,TAL: WAGHODIA,"AJWA ROAD, TAL: WAGHODIA"
Modified,05339,address.line1,"H NO: B - 204 , ARISE ANANTA","H NO: B - 204 , 2ND FLOOR, ARISE ANANTA"
Modified,02010,mobile,"8971151991, 9113658980",8971151991
Modified,03298,mobile,"9421506324, 8551952463","8551952463, 9421506324"
Modified,00707,contact,0870-2562595,
Modified,00379,contact,08333-272605,
Modified,00605,address.line1,"""SUKH SHANTI BHAWAN""",SUKH SHANTI BHAWAN
Modified,00605,contact,08716-221548,
Modified,00605,mobile,"9290874780, 8008697785","9290874780, 8919695357"
Modified,03326,address.line3,"CHOTA PATEL WADO, TEH: MATAR",TEL: MATAR
Modified,03326,address.line2,NEAR TO JAIN DERASAR,"NEAR TO JAIN DERASAR, CHOTA PATEL WADO"
Modified,03326,address.line1,VARDANI BHAWAN,"VARDANI BHAWAN, H NO: 2327, 2328"
Modified,03326,contact,02694-224652,
Modified,03326,name,KHEDA,KHEDA (GUJ)
Modified,02089,district,ANANTAPUR,ANANTAPURAMU
Modified,02089,mobile,7382610274,8333095646
Modified,00761,contact,01905-237854,
Modified,00761,mobile,9882130627,"9882130627, 9418872528"
Modified,00541,mobile,7989842932,9483403522
Modified,02918,address.line3,WARD NO: 5,"WARD NO: 3, WEIR"
Modified,02918,address.line2,"KUMHER DARWAJA, SITA RAMJI KI GALLI",NEAR SITA RAMJI MANDIR
Modified,02918,address.line1,"H NO: 7, OPP: GOPAL MANDIR",H NO: 25
Modified,02918,contact,05643-272400,
Modified,02918,mobile,7023662843,"7023662843, 7023662843"
Modified,02918,name,WEIR,WEIR (BHARATPUR)
Modified,02918,email,,weir@bkivv.org
Modified,02918,coords,"['27.0191090000', '77.1736755000']","['27.0188050000', '77.1739130000']"
Modified,01291,mobile,7406465560,7989842932
Modified,04600,address.line3,"BRAHMA KUMARIS ROAD, SHIVA NAGAR",SHIVA NAGAR
Modified,01242,mobile,8951803245,9141276915
Modified,00615,contact,08742- 226297,
Modified,03144,email,,belthangady@bkivv.org
Modified,00937,name,DEEG,DEEG (BHARATPUR)
Modified,03492,address.line3,,TAL: URAVAKONDA
Modified,03492,district,ANANTAPUR,ANANTAPURAMU
Modified,01304,address.line3,JAWAHAR NAGAR COLONY,
Modified,01304,address.line2,BEHIND VENKACCHAMMA GUDI,"BEHIND BHASHYAM SCHOOL, N.S.NAGAR"
Modified,01304,address.line1,H NO: 10/104-5H-3A,"H NO: 341/342, GNANA PRAKASH BHAWAN"
Modified,01304,mobile,9490541301,"9490541301, 7013086561"
Modified,01304,coords,"['15.7455595000', '79.2735199000']","['15.7354600000', '79.2660110000']"
Modified,01250,mobile,"9741722141, 9964819194",9741722141
Modified,01250,email,,shikaripura@bkivv.org
Modified,02954,name,POR,POR (VADODARA)
Modified,02937,mobile,"9945973533, 6361685433",6361685466
Modified,01463,address.line1,"""VISHWA SHANTI BHAWAN""",VISHWA SHANTI BHAWAN
Modified,01463,contact,08684-253502,
Modified,05594,address.line2,"MALI PLOT, KAVATHE MAHANKAL ROAD","MALI PLOT, NEAR KHURJAT PETROL PUMP, KAVATHE MAHANKAL ROAD"
Modified,01232,address.line3,"MELANGOT, TAL: HOSADURG","MELANGOT STREET, TAL: HOSADURG"
Modified,01232,contact,0467-2205766,
Modified,01222,district,DAVANGERE,VIJAYANAGARA
Modified,01222,district_id,1019,5359
Modified,00436,address.line1,260/153/17,H NO: 260/153/17
Modified,00436,contact,08552-226004,
Modified,00436,district,ANANTAPUR,ANANTAPURAMU
Modified,01466,contact,08644-225584,
Modified,01466,mobile,"9441642544,  9959305496",9959305496
Modified,02055,contact,040- 27506038,
Modified,02055,mobile,"9100362062, 9000690279",9100362062
